Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
3696,Daron Cruickshank,Henry Martinez,-170,150,Red,58.82352941,150.0
3697,Marcus LeVesseur,Abel Trujillo,-140,120,Blue,71.42857143,120.0
3698,Dennis Siver,Nam Phan,-290,245,Red,34.48275862,245.0
3699,Scott Jorgensen,John Albert,-280,240,Red,35.71428571,240.0
3700,Georges St-Pierre,Carlos Condit,-300,270,Red,33.33333333,270.0
3701,Johny Hendricks,Martin Kampmann,-167,157,Red,59.88023952,157.0
3702,Francis Carmont,Tom Lawlor,-245,225,Red,40.81632653,225.0
3703,Mark Bocek,Rafael Dos Anjos,190,-210,Blue,190.0,47.61904762
3704,Mark Hominick,Pablo Garza,-280,255,Blue,35.71428571,255.0
3705,Patrick Cote,Alessio Sakara,-210,190,Red,47.61904762,190.0
3706,Cyrille Diabate,Chad Griggs,-125,115,Red,80.0,115.0
3707,Sam Stout,John Makdessi,-200,185,Blue,50.0,185.0
3708,Antonio Carvalho,Rodrigo Damm,-205,188,Red,48.780487799999996,188.0
3709,Matthew Riddle,John Maguire,-220,200,Red,45.45454545,200.0
3710,Ivan Menjivar,Azamat Gashimov,-215,195,Red,46.51162791,195.0
3711,Steven Siler,Darren Elkins,100,-110,Blue,100.0,90.90909091
3712,Rich Franklin,Cung Le,-450,400,Blue,22.22222222,400.0
3713,Dong Hyun Kim,Paulo Thiago,-320,290,Red,31.25,290.0
3714,Takanori Gomi,Mac Danzig,170,-185,Red,170.0,54.05405405
3715,Tiequan Zhang,Jon Tuck,285,-315,Blue,285.0,31.74603175
3716,Takeya Mizugaki,Jeff Hougland,-440,390,Red,22.72727273,390.0
3717,Alex Caceres,Motonobu Tezuka,-220,200,Red,45.45454545,200.0
3718,Yasuhiro Urushitani,John Lineker,195,-215,Blue,195.0,46.51162791
3719,Riki Fukuda,Tom DeBlass,-260,240,Red,38.46153846,240.0
3720,Anderson Silva,Stephan Bonnar,-1000,800,Red,10.0,800.0
3721,Minotauro Nogueira,Dave Herman,-210,190,Red,47.61904762,190.0
3722,Glover Teixeira,Fabio Maldonado,-475,420,Red,21.05263158,420.0
3723,Jon Fitch,Erick Silva,177,-192,Red,177.0,52.08333333
3724,Phil Davis,Wagner Prado,-355,320,Red,28.16901408,320.0
3725,Demian Maia,Rick Story,-115,105,Red,86.95652174,105.0
3726,Rony Jason,Sam Sicilia,-210,190,Red,47.61904762,190.0
3727,Gleison Tibau,Francisco Trinaldo,-130,120,Red,76.92307692,120.0
3728,Diego Brandao,Joey Gambino,-250,230,Red,40.0,230.0
3729,Sergio Moraes,Renee Forte,-210,190,Red,47.61904762,190.0
3730,Luiz Cane,Chris Camozzi,-145,135,Blue,68.96551724,135.0
3731,Cristiano Marcello,Reza Madadi,135,-145,Red,135.0,68.96551724
3732,Travis Browne,Antonio Silva,-185,170,Blue,54.05405405,170.0
3733,Jake Ellenberger,Jay Hieron,-310,280,Red,32.25806452,280.0
3734,John Dodson,Jussier Formiga,-255,235,Red,39.21568627,235.0
3735,Josh Neer,Justin Edwards,-280,255,Blue,35.71428571,255.0
3736,Michael Johnson,Danny Castillo,-185,170,Red,54.05405405,170.0
3737,Aaron Simpson,Mike Pierce,135,-145,Blue,135.0,68.96551724
3738,Marcus LeVesseur,Carlo Prater,-155,145,Red,64.51612903,145.0
3739,Jacob Volkmann,Shane Roller,-170,160,Red,58.82352941,160.0
3740,Bart Palaszewski,Diego Nunes,177,-192,Blue,177.0,52.08333333
3741,Darren Uyenoyama,Phil Harris,-300,270,Red,33.33333333,270.0
3742,Stefan Struve,Stipe Miocic,155,-165,Red,155.0,60.60606061
3743,Dan Hardy,Amir Sadollah,-230,210,Red,43.47826087,210.0
3744,Brad Pickett,Yves Jabouin,-156,146,Red,64.10256410000001,146.0
3745,Paul Sass,Matt Wiman,-110,110,Blue,90.90909091,110.0
3746,John Hathaway,John Maguire,-255,235,Red,39.21568627,235.0
3747,Che Mills,Duane Ludwig,-230,210,Red,43.47826087,210.0
3748,Kyle Kingsbury,Jimi Manuwa,225,-245,Blue,225.0,40.81632653
3749,Andy Ogle,Akira Corassani,-155,145,Blue,64.51612903,145.0
3750,Tom Watson,Brad Tavares,150,-160,Blue,150.0,62.5
3751,DaMarques Johnson,Gunnar Nelson,310,-340,Blue,310.0,29.41176471
3752,Jason Young,Robert Peralta,-115,105,Blue,86.95652174,105.0
3753,Jon Jones,Vitor Belfort,-840,660,Red,11.9047619,660.0
3754,Joseph Benavidez,Demetrious Johnson,-245,225,Blue,40.81632653,225.0
3755,Michael Bisping,Brian Stann,-200,185,Red,50.0,185.0
3756,Matt Hamill,Roger Hollett,-340,310,Red,29.41176471,310.0
3757,Cub Swanson,Charles Oliveira,215,-235,Red,215.0,42.55319149
3758,Igor Pokrajac,Vinny Magalhaes,-155,145,Blue,64.51612903,145.0
3759,TJ Grant,Evan Dunham,115,-125,Red,115.0,80.0
3760,Sean Pierson,Lance Benoist,200,-220,Red,200.0,45.45454545
3761,Jimy Hettes,Marcus Brimage,-400,355,Blue,25.0,355.0
3762,Seth Baczynski,Simeon Thoresen,-115,105,Red,86.95652174,105.0
3763,Mitch Gagnon,Walel Watson,164,-174,Red,164.0,57.47126437
3764,Kyle Noke,Charlie Brenneman,195,-215,Red,195.0,46.51162791
3765,Benson Henderson,Frankie Edgar,-185,170,Red,54.05405405,170.0
3766,Donald Cerrone,Melvin Guillard,-335,305,Red,29.85074627,305.0
3767,Yushin Okami,Buddy Roberts,-660,540,Red,15.15151515,540.0
3768,Justin Lawrence,Max Holloway,150,-160,Blue,150.0,62.5
3769,Dennis Bermudez,Tommy Hayden,-315,285,Red,31.74603175,285.0
3770,Jared Hamman,Michael Kuiper,145,-155,Blue,145.0,64.51612903
3771,Ken Stone,Erik Perez,155,-165,Blue,155.0,60.60606061
3772,Dustin Pague,Chico Camus,-155,145,Blue,64.51612903,145.0
3773,Nik Lentz,Eiji Mitsuoka,-500,435,Red,20.0,435.0
3774,Mauricio Rua,Brandon Vera,-400,355,Red,25.0,355.0
3775,Lyoto Machida,Ryan Bader,-275,250,Red,36.36363636,250.0
3776,Joe Lauzon,Jamie Varner,-115,105,Red,86.95652174,105.0
3777,Mike Swick,DaMarques Johnson,-220,200,Red,45.45454545,200.0
3778,Cole Miller,Nam Phan,-140,130,Blue,71.42857143,130.0
3779,Josh Grispi,Rani Yahya,-200,185,Blue,50.0,185.0
3780,Philip De Fries,Oli Thompson,-210,190,Red,47.61904762,190.0
3781,Manvel Gamburyan,Michihiro Omigawa,-190,175,Red,52.63157895,175.0
3782,John Moraga,Ulysses Gomez,110,-120,Red,110.0,83.33333333
3783,Urijah Faber,Renan Barao,150,-160,Blue,150.0,62.5
3784,Hector Lombard,Tim Boetsch,-310,280,Blue,32.25806452,280.0
3785,Cheick Kongo,Shawn Jordan,-125,115,Red,80.0,115.0
3786,Brian Ebersole,James Head,-325,295,Blue,30.76923077,295.0
3787,Court McGee,Nick Ring,-125,115,Blue,80.0,115.0
3788,Anthony Perosh,Ryan Jimmo,210,-230,Blue,210.0,43.47826087
3789,Bryan Caraway,Mitch Gagnon,-220,200,Red,45.45454545,200.0
3790,Antonio Carvalho,Daniel Pineda,235,-255,Red,235.0,39.21568627
3791,Mitch Clarke,Anton Kuivanen,155,-165,Blue,155.0,60.60606061
3792,Mark Munoz,Chris Weidman,130,-140,Blue,130.0,71.42857143
3793,James Te Huna,Joey Beltran,-380,340,Red,26.31578947,340.0
3794,Aaron Simpson,Kenny Robertson,-330,300,Red,30.303030300000003,300.0
3795,Karlos Vemola,Francis Carmont,190,-210,Blue,190.0,47.61904762
3796,TJ Dillashaw,Vaughan Lee,-415,370,Red,24.09638554,370.0
3797,Rafael Dos Anjos,Anthony Njokuani,-190,175,Red,52.63157895,175.0
3798,Damacio Page,Alex Caceres,110,-120,Blue,110.0,83.33333333
3799,Chris Cariaso,Josh Ferguson,-355,295,Red,28.16901408,295.0
3800,Rafael Natal,Andrew Craig,130,-140,Blue,130.0,71.42857143
3801,Marcelo Guimaraes,Dan Stittgen,-395,350,Red,25.3164557,350.0
3802,Raphael Assuncao,Issei Tamura,-190,175,Red,52.63157895,175.0
3803,Anderson Silva,Chael Sonnen,-280,255,Red,35.71428571,255.0
3804,Forrest Griffin,Tito Ortiz,-300,270,Red,33.33333333,270.0
3805,Cung Le,Patrick Cote,185,-200,Red,185.0,50.0
3806,Dong Hyun Kim,Demian Maia,-143,133,Blue,69.93006993,133.0
3807,Chad Mendes,Cody McKenzie,-705,570,Red,14.18439716,570.0
3808,Ivan Menjivar,Mike Easton,-115,105,Blue,86.95652174,105.0
3809,Melvin Guillard,Fabricio Camoes,-290,260,Red,34.48275862,260.0
3810,Gleison Tibau,Khabib Nurmagomedov,-153,143,Blue,65.35947712,143.0
3811,Costas Philippou,Riki Fukuda,-190,175,Red,52.63157895,175.0
3812,John Alessio,Shane Roller,140,-150,Blue,140.0,66.66666667
3813,Rafaello Oliveira,Yoislandy Izquierdo,170,-185,Red,170.0,54.05405405
3814,Wanderlei Silva,Rich Franklin,125,-135,Blue,125.0,74.07407407
3815,Cezar Ferreira,Sergio Moraes,-315,258,Red,31.74603175,258.0
3816,Godofredo Pepey,Rony Jason,240,-260,Blue,240.0,38.46153846
3817,Fabricio Werdum,Mike Russow,-475,420,Red,21.05263158,420.0
3818,Iuri Alcantara,Hacran Dias,-178,167,Blue,56.17977528,167.0
3819,Anistavio Medeiros,Rodrigo Damm,185,-200,Blue,185.0,50.0
3820,Delson Heleno,Francisco Trinaldo,-120,110,Blue,83.33333333,110.0
3821,John Teixeira,Hugo Viana,185,-200,Blue,185.0,50.0
3822,Thiago Perpetuo,Leonardo Mafra,-115,105,Red,86.95652174,105.0
3823,Marcos Vinicius,Wagner Campos,-260,240,Red,38.46153846,240.0
3824,Gray Maynard,Clay Guida,-220,200,Red,45.45454545,200.0
3825,Sam Stout,Spencer Fisher,-355,320,Red,28.16901408,320.0
3826,Brian Ebersole,TJ Waldburger,-230,190,Red,43.47826087,190.0
3827,Ross Pearson,Cub Swanson,-215,195,Blue,46.51162791,195.0
3828,Hatsu Hioki,Ricardo Lamas,-165,155,Blue,60.60606061,155.0
3829,Ramsey Nijem,CJ Keith,-150,140,Red,66.66666667,140.0
3830,Rick Story,Brock Jardine,-370,330,Red,27.02702703,330.0
3831,Steven Siler,Joey Gambino,110,-120,Red,110.0,83.33333333
3832,Nick Catone,Chris Camozzi,-210,190,Blue,47.61904762,190.0
3833,Matt Brown,Luis Ramos,-155,145,Red,64.51612903,145.0
3834,Dan Miller,Ricardo Funch,-330,300,Red,30.303030300000003,300.0
3835,Ken Stone,Dustin Pague,140,-150,Red,140.0,66.66666667
3836,Demetrious Johnson,Ian McCall,-110,100,Red,90.90909091,100.0
3837,Erick Silva,Charlie Brenneman,-185,170,Red,54.05405405,170.0
3838,Mike Pyle,Josh Neer,-190,175,Red,52.63157895,175.0
3839,Eddie Wineland,Scott Jorgensen,150,-160,Red,150.0,62.5
3840,Mike Pierce,Carlos Eduardo Rocha,-230,190,Red,43.47826087,190.0
3841,Seth Baczynski,Lance Benoist,-105,-105,Red,95.23809524,95.23809524
3842,Leonard Garcia,Matt Grice,-125,115,Blue,80.0,115.0
3843,Dustin Pague,Jared Papazian,150,-160,Red,150.0,62.5
3844,Tim Means,Justin Salas,-130,120,Red,76.92307692,120.0
3845,Buddy Roberts,Caio Magalhaes,-130,120,Red,76.92307692,120.0
3846,Henry Martinez,Bernardo Magalhaes,-230,210,Red,43.47826087,210.0
3847,Jake Hecht,Sean Pierson,-155,145,Blue,64.51612903,145.0
3848,Jake Ellenberger,Martin Kampmann,-178,167,Blue,56.17977528,167.0
3849,Michael Chiesa,Al Iaquinta,240,-260,Red,240.0,38.46153846
3850,Jonathan Brookins,Charles Oliveira,185,-200,Blue,185.0,50.0
3851,Max Holloway,Pat Schilling,-140,130,Red,71.42857143,130.0
3852,Justin Lawrence,John Cofer,-345,315,Red,28.98550725,315.0
3853,Daron Cruickshank,Chris Tickle,-174,164,Red,57.47126437,164.0
3854,Myles Jury,Chris Saunders,-310,280,Red,32.25806452,280.0
3855,Cristiano Marcello,Sam Sicilia,177,-192,Blue,177.0,52.08333333
3856,Joe Proctor,Jeremy Larsen,-280,255,Red,35.71428571,255.0
3857,John Albert,Erik Perez,-185,170,Blue,54.05405405,170.0
3858,Junior Dos Santos,Frank Mir,-475,420,Red,21.05263158,420.0
3859,Cain Velasquez,Antonio Silva,-400,355,Red,25.0,355.0
3860,Roy Nelson,Dave Herman,-162,152,Red,61.72839506,152.0
3861,Stipe Miocic,Shane del Rosario,-170,150,Red,58.82352941,150.0
3862,Stefan Struve,Lavar Johnson,-130,120,Red,76.92307692,120.0
3863,Diego Brandao,Darren Elkins,-260,240,Blue,38.46153846,240.0
3864,Edson Barboza,Jamie Varner,-540,460,Blue,18.51851852,460.0
3865,Jason Miller,CB Dollaway,-155,145,Blue,64.51612903,145.0
3866,Dan Hardy,Duane Ludwig,-130,120,Red,76.92307692,120.0
3867,Jacob Volkmann,Paul Sass,-190,175,Blue,52.63157895,175.0
3868,Kyle Kingsbury,Glover Teixeira,215,-235,Blue,215.0,42.55319149
3869,Mike Brown,Daniel Pineda,-118,108,Red,84.74576271,108.0
3870,Chan Sung Jung,Dustin Poirier,290,-350,Red,290.0,28.57142857
3871,Amir Sadollah,Jorge Lopez,-105,-105,Red,95.23809524,95.23809524
3872,Donald Cerrone,Jeremy Stephens,-220,200,Red,45.45454545,200.0
3873,Yves Jabouin,Jeff Hougland,-305,275,Red,32.78688525,275.0
3874,Igor Pokrajac,Fabio Maldonado,130,-140,Red,130.0,71.42857143
3875,Jason MacDonald,Tom Lawlor,200,-220,Blue,200.0,45.45454545
3876,Brad Tavares,Dongi Yang,-160,150,Red,62.5,150.0
3877,Cody McKenzie,Marcus LeVesseur,170,-185,Red,170.0,54.05405405
3878,TJ Grant,Carlo Prater,-430,380,Red,23.25581395,380.0
3879,Rafael Dos Anjos,Kamal Shalorus,-365,328,Red,27.39726027,328.0
3880,Jeff Curran,Johnny Eduardo,110,-120,Blue,110.0,83.33333333
3881,Alex Soto,Francisco Rivera,215,-235,Blue,215.0,42.55319149
3882,Nate Diaz,Jim Miller,150,-160,Red,150.0,62.5
3883,Josh Koscheck,Johny Hendricks,123,-133,Blue,123.0,75.18796992
3884,Rousimar Palhares,Alan Belcher,-210,190,Blue,47.61904762,190.0
3885,Pat Barry,Lavar Johnson,-150,140,Blue,66.66666667,140.0
3886,Tony Ferguson,Michael Johnson,-315,285,Blue,31.74603175,285.0
3887,John Dodson,Tim Elliott,-510,440,Red,19.60784314,440.0
3888,John Hathaway,Pascal Krauss,-185,170,Red,54.05405405,170.0
3889,Louis Gaudinot,John Lineker,245,-265,Red,245.0,37.73584906
3890,Danny Castillo,John Cholish,140,-150,Red,140.0,66.66666667
3891,Dennis Bermudez,Pablo Garza,-110,100,Red,90.90909091,100.0
3892,Roland Delorme,Nick Denis,240,-280,Red,240.0,35.71428571
3893,Mike Massenzio,Karlos Vemola,-130,110,Blue,76.92307692,110.0
3894,Jon Jones,Rashad Evans,-510,440,Red,19.60784314,440.0
3895,Rory MacDonald,Che Mills,-660,540,Red,15.15151515,540.0
3896,Brendan Schaub,Ben Rothwell,-215,195,Blue,46.51162791,195.0
3897,Miguel Torres,Michael McDonald,-105,-105,Blue,95.23809524,95.23809524
3898,Mark Hominick,Eddie Yagin,-480,423,Blue,20.83333333,423.0
3899,Mark Bocek,John Alessio,-290,260,Red,34.48275862,260.0
3900,Travis Browne,Chad Griggs,-300,270,Red,33.33333333,270.0
3901,Matt Brown,Stephen Thompson,200,-220,Red,200.0,45.45454545
3902,John Makdessi,Anthony Njokuani,200,-220,Blue,200.0,45.45454545
3903,Mac Danzig,Efrain Escudero,-135,125,Red,74.07407407,125.0
3904,Keith Wisniewski,Chris Clements,135,-145,Blue,135.0,68.96551724
3905,Marcus Brimage,Maximo Blanco,215,-235,Red,215.0,42.55319149
3906,Alexander Gustafsson,Thiago Silva,-260,240,Red,38.46153846,240.0
3907,Brian Stann,Alessio Sakara,-380,340,Red,26.31578947,340.0
3908,Paulo Thiago,Siyar Bahadurzada,-150,140,Blue,66.66666667,140.0
3909,Dennis Siver,Diego Nunes,170,-185,Red,170.0,54.05405405
3910,DaMarques Johnson,John Maguire,170,-185,Blue,170.0,54.05405405
3911,Brad Pickett,Damacio Page,-280,255,Red,35.71428571,255.0
3912,Papy Abedi,James Head,-185,170,Blue,54.05405405,170.0
3913,Cyrille Diabate,Tom DeBlass,177,-192,Red,177.0,52.08333333
3914,Francis Carmont,Magnus Cedenblad,-290,260,Red,34.48275862,260.0
3915,Reza Madadi,Yoislandy Izquierdo,-250,230,Red,40.0,230.0
3916,Simeon Thoresen,Besam Yousef,-325,295,Red,30.76923077,295.0
3917,Jason Young,Eric Wisely,-170,160,Red,58.82352941,160.0
3918,Thiago Alves,Martin Kampmann,-145,135,Blue,68.96551724,135.0
3919,Joseph Benavidez,Yasuhiro Urushitani,-870,680,Red,11.49425287,680.0
3920,Court McGee,Costas Philippou,-125,115,Blue,80.0,115.0
3921,James Te Huna,Aaron Rosa,-345,315,Red,28.98550725,315.0
3922,Anthony Perosh,Nick Penner,135,-145,Red,135.0,68.96551724
3923,Cole Miller,Steven Siler,-460,410,Blue,21.73913043,410.0
3924,Kyle Noke,Andrew Craig,-255,235,Blue,39.21568627,235.0
3925,TJ Waldburger,Jake Hecht,-140,120,Red,71.42857143,120.0
3926,Mackens Semerzier,Daniel Pineda,-145,135,Blue,68.96551724,135.0
3927,Oli Thompson,Shawn Jordan,200,-220,Blue,200.0,45.45454545
3928,Frankie Edgar,Benson Henderson,-130,120,Blue,76.92307692,120.0
3929,Rampage Jackson,Ryan Bader,-145,135,Blue,68.96551724,135.0
3930,Mark Hunt,Cheick Kongo,255,-280,Red,255.0,35.71428571
3931,Yoshihiro Akiyama,Jake Shields,315,-345,Blue,315.0,28.98550725
3932,Yushin Okami,Tim Boetsch,-410,365,Blue,24.390243899999998,365.0
3933,Hatsu Hioki,Bart Palaszewski,-185,170,Red,54.05405405,170.0
3934,Anthony Pettis,Joe Lauzon,-285,258,Red,35.087719299999996,258.0
3935,Takanori Gomi,Eiji Mitsuoka,-250,230,Red,40.0,230.0
3936,Norifumi Yamamoto,Vaughan Lee,-290,260,Blue,34.48275862,260.0
3937,Riki Fukuda,Steve Cantwell,-310,280,Red,32.25806452,280.0
3938,Takeya Mizugaki,Chris Cariaso,-290,260,Blue,34.48275862,260.0
3939,Tiequan Zhang,Issei Tamura,-196,181,Blue,51.02040816,181.0
3940,Diego Sanchez,Jake Ellenberger,320,-355,Blue,320.0,28.16901408
3941,Stefan Struve,Dave Herman,101,-111,Red,101.0,90.09009009
3942,Aaron Simpson,Ronny Markes,130,-140,Blue,130.0,71.42857143
3943,Stipe Miocic,Philip De Fries,-515,410,Red,19.41747573,410.0
3944,TJ Dillashaw,Walel Watson,-255,235,Red,39.21568627,235.0
3945,Ivan Menjivar,John Albert,-240,220,Red,41.66666667,220.0
3946,Jonathan Brookins,Vagner Rocha,-165,155,Red,60.60606061,155.0
3947,Anton Kuivanen,Justin Salas,130,-140,Blue,130.0,71.42857143
3948,Tim Means,Bernardo Magalhaes,115,-125,Red,115.0,80.0
3949,Nick Diaz,Carlos Condit,-190,175,Blue,52.63157895,175.0
3950,Roy Nelson,Fabricio Werdum,140,-150,Blue,140.0,66.66666667
3951,Josh Koscheck,Mike Pierce,-270,248,Red,37.03703704,248.0
3952,Renan Barao,Scott Jorgensen,-215,195,Red,46.51162791,195.0
3953,Ed Herman,Clifford Starks,-220,200,Red,45.45454545,200.0
3954,Dustin Poirier,Max Holloway,-515,445,Red,19.41747573,445.0
3955,Alex Caceres,Edwin Figueroa,115,-125,Blue,115.0,80.0
3956,Matt Brown,Chris Cope,-335,305,Red,29.85074627,305.0
3957,Matthew Riddle,Henry Martinez,-365,328,Red,27.39726027,328.0
3958,Rafael Natal,Michael Kuiper,-152,142,Red,65.78947368,142.0
3959,Dan Stittgen,Stephen Thompson,290,-320,Blue,290.0,31.25
3960,Rashad Evans,Phil Davis,-191,176,Red,52.35602094,176.0
3961,Chael Sonnen,Michael Bisping,-380,340,Red,26.31578947,340.0
3962,Demian Maia,Chris Weidman,142,-152,Blue,142.0,65.78947368
3963,Evan Dunham,Nik Lentz,-355,320,Red,28.16901408,320.0
3964,Mike Russow,Jon Olav Einemo,-105,-105,Red,95.23809524,95.23809524
3965,Cub Swanson,George Roop,110,-130,Red,110.0,76.92307692
3966,Charles Oliveira,Eric Wisely,-560,475,Red,17.85714286,475.0
3967,Michael Johnson,Shane Roller,225,-245,Red,225.0,40.81632653
3968,Joey Beltran,Lavar Johnson,-170,160,Blue,58.82352941,160.0
3969,Chris Camozzi,Dustin Jacoby,-145,135,Red,68.96551724,135.0
3970,Melvin Guillard,Jim Miller,140,-150,Blue,140.0,66.66666667
3971,Duane Ludwig,Josh Neer,155,-165,Blue,155.0,60.60606061
3972,Mike Easton,Jared Papazian,-430,380,Red,23.25581395,380.0
3973,Pat Barry,Christian Morecraft,-200,185,Red,50.0,185.0
3974,Jorge Rivera,Eric Schafer,135,-145,Red,135.0,68.96551724
3975,Kamal Shalorus,Khabib Nurmagomedov,100,-110,Blue,100.0,90.90909091
3976,Charlie Brenneman,Daniel Roberts,-360,325,Red,27.77777778,325.0
3977,Fabricio Camoes,Tommy Hayden,-310,280,Red,32.25806452,280.0
3978,Daniel Pineda,Pat Schilling,-140,130,Red,71.42857143,130.0
3979,Joseph Sandoval,Nick Denis,250,-275,Blue,250.0,36.36363636
3980,Jose Aldo,Chad Mendes,-230,210,Red,43.47826087,210.0
3981,Vitor Belfort,Anthony Johnson,-125,115,Red,80.0,115.0
3982,Rousimar Palhares,Mike Massenzio,-500,435,Red,20.0,435.0
3983,Erick Silva,Carlo Prater,-530,455,Blue,18.86792453,455.0
3984,Edson Barboza,Terry Etim,-305,275,Red,32.78688525,275.0
3985,Thiago Tavares,Sam Stout,-125,115,Red,80.0,115.0
3986,Gabriel Gonzaga,Ednaldo Oliveira,-140,130,Red,71.42857143,130.0
3987,Iuri Alcantara,Michihiro Omigawa,-192,177,Red,52.08333333,177.0
3988,Ricardo Funch,Mike Pyle,455,-530,Blue,455.0,18.86792453
3989,Felipe Arantes,Antonio Carvalho,155,-165,Red,155.0,60.60606061
3990,Brock Lesnar,Alistair Overeem,130,-140,Blue,130.0,71.42857143
3991,Nate Diaz,Donald Cerrone,255,-280,Red,255.0,35.71428571
3992,Jon Fitch,Johny Hendricks,-225,205,Blue,44.44444444,205.0
3993,Vladimir Matyushenko,Alexander Gustafsson,300,-330,Blue,300.0,30.303030300000003
3994,Nam Phan,Jimy Hettes,-165,155,Blue,60.60606061,155.0
3995,Ross Pearson,Junior Assuncao,-325,295,Red,30.76923077,295.0
3996,Anthony Njokuani,Danny Castillo,170,-185,Blue,170.0,54.05405405
3997,Dong Hyun Kim,Sean Pierson,-345,315,Red,28.98550725,315.0
3998,Jacob Volkmann,Efrain Escudero,-265,245,Red,37.73584906,245.0
3999,Manvel Gamburyan,Diego Nunes,195,-215,Blue,195.0,46.51162791
4000,Jon Jones,Lyoto Machida,-475,420,Red,21.05263158,420.0
4001,Frank Mir,Minotauro Nogueira,-210,190,Red,47.61904762,190.0
4002,Tito Ortiz,Rogerio Nogueira,245,-265,Blue,245.0,37.73584906
4003,Claude Patrick,Brian Ebersole,-110,100,Blue,90.90909091,100.0
4004,Mark Hominick,Chan Sung Jung,-560,475,Blue,17.85714286,475.0
4005,Krzysztof Soszynski,Igor Pokrajac,-255,235,Blue,39.21568627,235.0
4006,Jared Hamman,Costas Philippou,-176,166,Blue,56.81818182,166.0
4007,John Makdessi,Dennis Hallman,-152,142,Blue,65.78947368,142.0
4008,Walel Watson,Yves Jabouin,145,-155,Blue,145.0,64.51612903
4009,Mark Bocek,Nik Lentz,-142,132,Red,70.42253521,132.0
4010,Rich Attonito,Jake Hecht,-230,210,Blue,43.47826087,210.0
4011,Mitch Clarke,John Cholish,315,-345,Blue,315.0,28.98550725
4012,Michael Bisping,Jason Miller,-192,177,Red,52.08333333,177.0
4013,Diego Brandao,Dennis Bermudez,-320,290,Red,31.25,290.0
4014,TJ Dillashaw,John Dodson,-215,195,Blue,46.51162791,195.0
4015,Tony Ferguson,Yves Edwards,-350,318,Red,28.57142857,318.0
4016,Louis Gaudinot,Johnny Bedford,205,-225,Blue,205.0,44.44444444
4017,Marcus Brimage,Stephen Bass,104,-114,Red,104.0,87.71929825
4018,Dustin Pague,John Albert,-225,205,Blue,44.44444444,205.0
4019,Roland Delorme,Josh Ferguson,-105,-115,Red,95.23809524,86.95652174
4020,Steven Siler,Josh Clopton,-160,150,Red,62.5,150.0
4021,Bryan Caraway,Dustin Neace,-405,360,Red,24.69135802,360.0
4022,Mauricio Rua,Dan Henderson,-153,143,Blue,65.35947712,143.0
4023,Wanderlei Silva,Cung Le,180,-220,Red,180.0,45.45454545
4024,Urijah Faber,Brian Bowles,-174,164,Red,57.47126437,164.0
4025,Rick Story,Martin Kampmann,-110,100,Blue,90.90909091,100.0
4026,Stephan Bonnar,Kyle Kingsbury,138,-148,Red,138.0,67.56756757
4027,Ryan Bader,Jason Brilz,-385,345,Red,25.97402597,345.0
4028,Michael McDonald,Alex Soto,-410,365,Red,24.390243899999998,365.0
4029,Tom Lawlor,Chris Weidman,300,-330,Blue,300.0,30.303030300000003
4030,Gleison Tibau,Rafael Dos Anjos,-155,145,Red,64.51612903,145.0
4031,Miguel Torres,Nick Pace,-410,365,Red,24.390243899999998,365.0
4032,Matt Brown,Seth Baczynski,-135,125,Blue,74.07407407,125.0
4033,Danny Castillo,Shamar Bailey,-375,335,Red,26.66666667,335.0
4034,Cain Velasquez,Junior Dos Santos,-125,115,Blue,80.0,115.0
4035,Clay Guida,Benson Henderson,245,-265,Blue,245.0,37.73584906
4036,Dustin Poirier,Pablo Garza,-225,205,Red,44.44444444,205.0
4037,Cub Swanson,Ricardo Lamas,165,-175,Blue,165.0,57.14285714
4038,DaMarques Johnson,Clay Harvison,-260,240,Red,38.46153846,240.0
4039,Norifumi Yamamoto,Darren Uyenoyama,-390,348,Blue,25.64102564,348.0
4040,Alex Caceres,Cole Escovedo,248,-270,Red,248.0,37.03703704
4041,Mike Pierce,Paul Bradley,-300,270,Red,33.33333333,270.0
4042,Aaron Rosa,Matt Lucas,-120,110,Red,83.33333333,110.0
4043,Chris Leben,Mark Munoz,205,-225,Blue,205.0,44.44444444
4044,Brad Pickett,Renan Barao,115,-125,Blue,115.0,80.0
4045,Thiago Alves,Papy Abedi,-335,305,Red,29.85074627,305.0
4046,Cyrille Diabate,Anthony Perosh,-355,320,Blue,28.16901408,320.0
4047,Terry Etim,Edward Faaloloto,-660,540,Red,15.15151515,540.0
4048,John Maguire,Justin Edwards,120,-130,Red,120.0,76.92307692
4049,Rob Broughton,Philip De Fries,145,-155,Blue,145.0,64.51612903
4050,Michihiro Omigawa,Jason Young,-210,190,Red,47.61904762,190.0
4051,Chris Cope,Che Mills,235,-255,Blue,235.0,39.21568627
4052,Chris Cariaso,Vaughan Lee,-205,188,Red,48.780487799999996,188.0
4053,BJ Penn,Nick Diaz,105,-115,Blue,105.0,86.95652174
4054,Cheick Kongo,Matt Mitrione,118,-128,Red,118.0,78.125
4055,Mirko Cro Cop,Roy Nelson,190,-210,Blue,190.0,47.61904762
4056,Scott Jorgensen,Jeff Curran,-410,365,Red,24.390243899999998,365.0
