Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
875,Veronica Macedo,Gillian Robertson,158,-180,Blue,158.0,55.55555556
876,Damir Hadzovic,Polo Reyes,-325,265,Red,30.76923077,265.0
877,Michel Prazeres,Ismail Naurdiev,-470,375,Blue,21.27659574,375.0
878,Rustam Khabilov,Diego Ferreira,-140,120,Blue,71.42857143,120.0
879,Damir Ismagulov,Joel Alvarez,-325,265,Red,30.76923077,265.0
880,Francis Ngannou,Cain Velasquez,175,-210,Red,175.0,47.61904762
881,James Vick,Paul Felder,-120,100,Blue,83.33333333,100.0
882,Cortney Casey,Cynthia Calvillo,295,-355,Blue,295.0,28.16901408
883,Alex Caceres,Kron Gracie,245,-290,Blue,245.0,34.48275862
884,Vicente Luque,Bryan Barberena,-470,375,Red,21.27659574,375.0
885,Andre Fili,Myles Jury,130,-150,Red,130.0,66.66666667
886,Jimmie Rivera,Aljamain Sterling,-135,115,Blue,74.07407407,115.0
887,Benito Lopez,Manny Bermudez,170,-200,Blue,170.0,50.0
888,Ashlee Evans-Smith,Andrea Lee,160,-185,Blue,160.0,54.05405405
889,Scott Holtzman,Nik Lentz,-160,140,Blue,62.5,140.0
890,Renan Barao,Luke Sanders,130,-150,Blue,130.0,66.66666667
891,Alexandra Albu,Emily Whitmire,-110,-110,Blue,90.90909091,90.90909091
892,Israel Adesanya,Anderson Silva,-515,410,Red,19.41747573,410.0
893,Lando Vannata,Marcos Mariano,-450,360,Red,22.22222222,360.0
894,Rani Yahya,Ricky Simon,-115,-105,Blue,86.95652174,95.23809524
895,Montana De La Rosa,Nadia Kassem,-250,210,Red,40.0,210.0
896,Jimmy Crute,Sam Alvey,-145,125,Red,68.96551724,125.0
897,Devonte Smith,Dong Hyun Ma,-270,230,Red,37.03703704,230.0
898,Shane Young,Austin Arnett,-380,315,Red,26.31578947,315.0
899,Kai Kara-France,Raulian Paiva,-265,220,Red,37.73584906,220.0
900,Teruto Ishihara,Kyung Ho Kang,290,-350,Blue,290.0,28.57142857
901,Callan Potter,Jalin Turner,190,-230,Blue,190.0,43.47826087
902,Wuliji Buren,Jonathan Martinez,105,-125,Blue,105.0,80.0
903,Raphael Assuncao,Marlon Moraes,130,-150,Blue,130.0,66.66666667
904,Jose Aldo,Renato Moicano,-110,-110,Red,90.90909091,90.90909091
905,Demian Maia,Lyman Good,-200,170,Red,50.0,170.0
906,Charles Oliveira,David Teymur,-120,100,Red,83.33333333,100.0
907,Johnny Walker,Justin Ledet,-235,195,Red,42.55319149,195.0
908,Livinha Souza,Sarah Frota,-230,190,Red,43.47826087,190.0
909,Markus Perez,Anthony Hernandez,115,-135,Red,115.0,74.07407407
910,Mara Romero Borella,Taila Santos,185,-225,Red,185.0,44.44444444
911,Thiago Alves,Max Griffin,160,-185,Red,160.0,54.05405405
912,Junior Albini,Jairzinho Rozenstruik,-145,125,Blue,68.96551724,125.0
913,Geraldo de Freitas,Felipe Colares,-130,110,Red,76.92307692,110.0
914,Ricardo Ramos,Said Nurmagomedov,-170,150,Blue,58.82352941,150.0
915,Magomed Bibulatov,Rogerio Bontorin,-290,245,Blue,34.48275862,245.0
916,Henry Cejudo,TJ Dillashaw,185,-225,Red,185.0,44.44444444
917,Greg Hardy,Allen Crowder,-450,360,Blue,22.22222222,360.0
918,Gregor Gillespie,Yancy Medeiros,-470,375,Red,21.27659574,375.0
919,Joseph Benavidez,Dustin Ortiz,-240,200,Red,41.66666667,200.0
920,Paige VanZant,Rachael Ostovich,-175,155,Red,57.14285714,155.0
921,Glover Teixeira,Karl Roberson,-110,-110,Red,90.90909091,90.90909091
922,Alexander Hernandez,Donald Cerrone,-220,180,Blue,45.45454545,180.0
923,Joanne Calderwood,Ariane Lipski,215,-255,Red,215.0,39.21568627
924,Alonzo Menifield,Vinicius Moreira,-290,245,Red,34.48275862,245.0
925,Cory Sandhagen,Mario Bautista,-525,415,Red,19.04761905,415.0
926,Dennis Bermudez,Te Edwards,105,-125,Red,105.0,80.0
927,Belal Muhammad,Geoff Neal,170,-200,Blue,170.0,50.0
928,Kyle Stewart,Chance Rencountre,-165,145,Blue,60.60606061,145.0
929,Jon Jones,Alexander Gustafsson,-290,245,Red,34.48275862,245.0
930,Cris Cyborg,Amanda Nunes,-210,175,Blue,47.61904762,175.0
931,Carlos Condit,Michael Chiesa,-105,-115,Blue,95.23809524,86.95652174
932,Ilir Latifi,Corey Anderson,-130,110,Blue,76.92307692,110.0
933,Chad Mendes,Alexander Volkanovski,-140,120,Blue,71.42857143,120.0
934,Cat Zingano,Megan Anderson,-130,120,Blue,76.92307692,120.0
935,Douglas Silva de Andrade,Petr Yan,290,-350,Blue,290.0,28.57142857
936,BJ Penn,Ryan Hall,365,-460,Blue,365.0,21.73913043
937,Nathaniel Wood,Andre Ewell,-120,100,Red,83.33333333,100.0
938,Uriah Hall,Bevon Lewis,150,-170,Red,150.0,58.82352941
939,Curtis Millender,Siyar Bahadurzada,-150,130,Red,66.66666667,130.0
940,Brian Kelleher,Montel Jackson,155,-175,Blue,155.0,57.14285714
941,Kevin Lee,Al Iaquinta,-335,275,Blue,29.85074627,275.0
942,Edson Barboza,Dan Hooker,-105,-115,Red,95.23809524,86.95652174
943,Rob Font,Sergio Pettis,-165,145,Red,60.60606061,145.0
944,Jim Miller,Charles Oliveira,255,-310,Blue,255.0,32.25806452
945,Zak Ottow,Dwight Grant,230,-270,Red,230.0,37.03703704
946,Bobby Green,Drakkar Klose,210,-250,Blue,210.0,40.0
947,Jared Gordon,Joaquim Silva,-115,-105,Blue,86.95652174,95.23809524
948,Gerald Meerschaert,Jack Hermansson,130,-150,Blue,130.0,66.66666667
949,Trevor Smith,Zak Cummings,270,-330,Blue,270.0,30.303030300000003
950,Dan Ige,Jordan Griffin,-165,145,Red,60.60606061,145.0
951,Adam Milstead,Mike Rodriguez,-110,-110,Blue,90.90909091,90.90909091
952,Chris de la Rocha,Juan Adams,375,-470,Blue,375.0,21.27659574
953,Max Holloway,Brian Ortega,-110,-110,Red,90.90909091,90.90909091
954,Valentina Shevchenko,Joanna Jedrzejczyk,-300,250,Red,33.33333333,250.0
955,Alex Oliveira,Gunnar Nelson,135,-155,Blue,135.0,64.51612903
956,Hakeem Dawodu,Kyle Bochniak,-200,170,Red,50.0,170.0
957,Jimi Manuwa,Thiago Santos,160,-185,Blue,160.0,54.05405405
958,Claudia Gadelha,Nina Ansaroff,-310,255,Blue,32.25806452,255.0
959,Olivier Aubin-Mercier,Gilbert Burns,-135,115,Blue,74.07407407,115.0
960,Katlyn Chookagian,Jessica Eye,-235,195,Blue,42.55319149,195.0
961,Elias Theodorou,Eryk Anders,-125,105,Red,80.0,105.0
962,Brad Katona,Matthew Lopez,-160,140,Red,62.5,140.0
963,Chad Laprise,Dhiego Lima,-400,325,Blue,25.0,325.0
964,Diego Ferreira,Kyle Nelson,-550,425,Red,18.18181818,425.0
965,Devin Clark,Aleksandar Rakic,435,-570,Blue,435.0,17.54385965
966,Junior Dos Santos,Tai Tuivasa,-160,140,Red,62.5,140.0
967,Mauricio Rua,Tyson Pedro,415,-525,Red,415.0,19.04761905
968,Mark Hunt,Justin Willis,-110,-110,Blue,90.90909091,90.90909091
969,Jake Matthews,Anthony Rocco Martin,-150,130,Blue,66.66666667,130.0
970,Suman Mokhtarian,Sodiq Yusuff,450,-600,Blue,450.0,16.66666667
971,Jimmy Crute,Paul Craig,-290,245,Red,34.48275862,245.0
972,Yushin Okami,Aleksei Kunchenko,250,-300,Blue,250.0,33.33333333
973,Wilson Reis,Ben Nguyen,125,-145,Red,125.0,68.96551724
974,Keita Nakamura,Salim Touahri,-155,135,Red,64.51612903,135.0
975,Elias Garcia,Kai Kara-France,300,-360,Blue,300.0,27.77777778
976,Mizuto Hirota,Christos Giagos,310,-370,Blue,310.0,27.02702703
977,Alex Gorgees,Damir Ismagulov,425,-550,Blue,425.0,18.18181818
978,Rafael Dos Anjos,Kamaru Usman,270,-330,Blue,270.0,30.303030300000003
979,Juan Espino,Justin Frazier,-175,155,Red,57.14285714,155.0
980,Pannie Kianzad,Macy Chiasson,-115,-105,Blue,86.95652174,95.23809524
981,Pedro Munhoz,Bryan Caraway,-290,245,Red,34.48275862,245.0
982,Darren Stewart,Edmen Shahbazyan,100,-120,Blue,100.0,83.33333333
983,Ji Yeon Kim,Antonina Shevchenko,235,-275,Blue,235.0,36.36363636
984,Rick Glenn,Kevin Aguilar,-125,105,Blue,80.0,105.0
985,Joseph Benavidez,Alex Perez,100,-120,Red,100.0,83.33333333
986,Maurice Greene,Michel Batista,-140,120,Red,71.42857143,120.0
987,Julija Stoliarenko,Leah Letson,170,-200,Blue,170.0,50.0
988,Roosevelt Roberts,Darrell Horcher,-340,280,Red,29.41176471,280.0
989,Tim Means,Ricky Rainey,-340,280,Red,29.41176471,280.0
990,Raoni Barcelos,Chris Gutierrez,-550,425,Red,18.18181818,425.0
991,Curtis Blaydes,Francis Ngannou,-240,200,Blue,41.66666667,200.0
992,Alistair Overeem,Sergei Pavlovich,115,-135,Red,115.0,74.07407407
993,Song Yadong,Vince Morales,-550,425,Red,18.18181818,425.0
994,Li Jingliang,David Zawada,-220,180,Red,45.45454545,180.0
995,Song Kenan,Alex Morono,-140,120,Blue,71.42857143,120.0
996,Wu Yanan,Lauren Mueller,290,-350,Red,290.0,28.57142857
997,Hu Yaozong,Rashad Coulter,-125,105,Blue,80.0,105.0
998,Weili Zhang,Jessica Aguilar,-550,425,Red,18.18181818,425.0
999,Liu Pingyuan,Martin Day,-170,150,Red,58.82352941,150.0
1000,Yan Xiaonan,Syuri Kondo,-360,300,Red,27.77777778,300.0
1001,Kevin Holland,John Phillips,-590,445,Red,16.94915254,445.0
1002,Su Mudaerji,Louis Smolka,150,-170,Blue,150.0,58.82352941
1003,Neil Magny,Santiago Ponzinibbio,175,-210,Blue,175.0,47.61904762
1004,Ricardo Lamas,Darren Elkins,-175,155,Red,57.14285714,155.0
1005,Khalil Rountree Jr.,Johnny Walker,-155,135,Blue,64.51612903,135.0
1006,Cezar Ferreira,Ian Heinisch,-185,160,Blue,54.05405405,160.0
1007,Guido Cannetti,Marlon Vera,260,-320,Blue,260.0,31.25
1008,Cynthia Calvillo,Poliana Botelho,150,-170,Red,150.0,58.82352941
1009,Michel Prazeres,Bartosz Fabinski,-145,125,Red,68.96551724,125.0
1010,Alexandre Pantoja,Ulka Sasaki,-320,260,Red,31.25,260.0
1011,Humberto Bandenay,Austin Arnett,-235,195,Blue,42.55319149,195.0
1012,Laureano Staropoli,Hector Aldana,100,-120,Red,100.0,83.33333333
1013,Devin Powell,Jesus Pinedo,200,-240,Blue,200.0,41.66666667
1014,Nad Narimani,Anderson Dos Santos,-420,335,Red,23.80952381,335.0
1015,Chan Sung Jung,Yair Rodriguez,110,-130,Blue,110.0,76.92307692
1016,Donald Cerrone,Mike Perry,170,-200,Red,170.0,50.0
1017,Raquel Pennington,Germaine de Randamie,180,-220,Blue,180.0,45.45454545
1018,Beneil Dariush,Thiago Moises,-160,140,Red,62.5,140.0
1019,Maycee Barber,Hannah Cifers,-470,375,Red,21.27659574,375.0
1020,Michael Trizano,Luis Pena,145,-165,Red,145.0,60.60606061
1021,Ashley Yoder,Amanda Cooper,-140,120,Red,71.42857143,120.0
1022,Chas Skelly,Bobby Moffett,100,-120,Blue,100.0,83.33333333
1023,Davi Ramos,John Gunther,-1000,650,Red,10.0,650.0
1024,Devonte Smith,Julian Erosa,-230,210,Red,43.47826087,210.0
1025,Joseph Morales,Eric Shelton,125,-145,Blue,125.0,68.96551724
1026,Mark De La Rosa,Joby Sanchez,-230,190,Red,43.47826087,190.0
1027,Daniel Cormier,Derrick Lewis,-380,315,Red,26.31578947,315.0
1028,Chris Weidman,Jacare Souza,-160,140,Blue,62.5,140.0
1029,David Branch,Jared Cannonier,-325,265,Blue,30.76923077,265.0
1030,Karl Roberson,Jack Marshman,-325,265,Red,30.76923077,265.0
1031,Derek Brunson,Israel Adesanya,245,-290,Blue,245.0,34.48275862
1032,Jason Knight,Jordan Rinaldi,-300,250,Blue,33.33333333,250.0
1033,Sijara Eubanks,Roxanne Modafferi,-600,450,Red,16.66666667,450.0
1034,Julio Arce,Sheymon Moraes,-255,215,Blue,39.21568627,215.0
1035,Lyman Good,Ben Saunders,-630,465,Red,15.87301587,465.0
1036,Shane Burgos,Kurt Holobaugh,-400,325,Red,25.0,325.0
1037,Adam Wieczorek,Marcos Rogerio de Lima,-170,150,Blue,58.82352941,150.0
1038,Volkan Oezdemir,Anthony Smith,-160,140,Blue,62.5,140.0
1039,Michael Johnson,Artem Lobov,-700,500,Red,14.28571429,500.0
1040,Misha Cirkunov,Patrick Cummins,-345,285,Red,28.98550725,285.0
1041,Andre Soukhamthath,Jonathan Martinez,-140,120,Red,71.42857143,120.0
1042,Gian Villante,Ed Herman,-235,195,Red,42.55319149,195.0
1043,Alex Garcia,Court McGee,-245,205,Blue,40.81632653,205.0
1044,Nordine Taleb,Sean Strickland,-120,100,Blue,83.33333333,100.0
1045,Thibault Gouti,Nasrat Haqparast,600,-750,Blue,600.0,13.33333333
1046,Calvin Kattar,Chris Fishgold,-200,170,Red,50.0,170.0
1047,Sarah Moras,Talita Bernardo,-170,150,Blue,58.82352941,150.0
1048,Te Edwards,Don Madge,-450,360,Blue,22.22222222,360.0
1049,Arjan Bhullar,Marcelo Golm,-160,140,Red,62.5,140.0
1050,Stevie Ray,Jessin Ayari,-160,140,Red,62.5,140.0
1051,Khabib Nurmagomedov,Conor McGregor,-190,165,Red,52.63157895,165.0
1052,Tony Ferguson,Anthony Pettis,-355,295,Red,28.16901408,295.0
1053,Ovince Saint Preux,Dominick Reyes,190,-230,Blue,190.0,43.47826087
1054,Derrick Lewis,Alexander Volkov,135,-155,Red,135.0,64.51612903
1055,Michelle Waterson,Felice Herrig,115,-135,Red,115.0,74.07407407
1056,Sergio Pettis,Jussier Formiga,-190,165,Blue,52.63157895,165.0
1057,Vicente Luque,Jalin Turner,-700,500,Red,14.28571429,500.0
1058,Aspen Ladd,Tonya Evinger,-185,160,Red,54.05405405,160.0
1059,Scott Holtzman,Alan Patrick,260,-320,Red,260.0,31.25
1060,Lina Lansberg,Yana Kunitskaya,205,-245,Blue,205.0,40.81632653
1061,Gray Maynard,Nik Lentz,190,-230,Blue,190.0,43.47826087
1062,Ryan LaFlare,Anthony Rocco Martin,-125,105,Blue,80.0,105.0
1063,Thiago Santos,Eryk Anders,-200,170,Red,50.0,170.0
1064,Alex Oliveira,Carlo Pedersoli,-500,400,Red,20.0,400.0
1065,Sam Alvey,Rogerio Nogueira,-350,290,Blue,28.57142857,290.0
1066,Renan Barao,Andre Ewell,-200,170,Blue,50.0,170.0
1067,Charles Oliveira,Christos Giagos,-470,375,Red,21.27659574,375.0
1068,Francisco Trinaldo,Evan Dunham,-165,145,Red,60.60606061,145.0
1069,Luis Henrique,Ryan Spann,-105,-115,Blue,95.23809524,86.95652174
1070,Augusto Sakai,Chase Sherman,-230,190,Red,43.47826087,190.0
1071,Sergio Moraes,Ben Saunders,-275,235,Red,36.36363636,235.0
1072,Mayra Bueno Silva,Gillian Robertson,120,-140,Red,120.0,71.42857143
1073,Thales Leites,Hector Lombard,-160,140,Red,62.5,140.0
1074,Elizeu Zaleski dos Santos,Luigi Vendramini,-1000,650,Red,10.0,650.0
1075,Livinha Souza,Alex Chambers,-1500,1000,Red,6.666666667,1000.0
1076,Mark Hunt,Aleksei Oleinik,-120,100,Blue,83.33333333,100.0
1077,Jan Blachowicz,Nikita Krylov,125,-145,Red,125.0,68.96551724
1078,Andrei Arlovski,Shamil Abdurakhimov,120,-140,Blue,120.0,71.42857143
1079,Aleksei Kunchenko,Thiago Alves,-440,350,Red,22.72727273,350.0
1080,Khalid Murtazaliev,CB Dollaway,-165,145,Red,60.60606061,145.0
1081,Petr Yan,Jin Soo Son,-1200,775,Red,8.333333332999999,775.0
1082,Rustam Khabilov,Kajan Johnson,-840,570,Red,11.9047619,570.0
1083,Mairbek Taisumov,Desmond Green,-600,450,Red,16.66666667,450.0
1084,Magomed Ankalaev,Marcin Prachnio,-560,430,Red,17.85714286,430.0
1085,Adam Yandiev,Jordan Johnson,240,-280,Blue,240.0,35.71428571
1086,Ramazan Emeev,Stefan Sekulic,-680,490,Red,14.70588235,490.0
1087,Merab Dvalishvili,Terrion Ware,-550,425,Red,18.18181818,425.0
1088,Tyron Woodley,Darren Till,-105,-115,Red,95.23809524,86.95652174
1089,Jessica Andrade,Karolina Kowalkiewicz,-450,360,Red,22.22222222,360.0
1090,Zabit Magomedsharipov,Brandon Davis,-1375,900,Red,7.272727272999999,900.0
1091,Jimmie Rivera,John Dodson,-150,130,Red,66.66666667,130.0
1092,Abdul Razak Alhassan,Niko Price,-110,-110,Red,90.90909091,90.90909091
1093,Carla Esparza,Tatiana Suarez,335,-420,Blue,335.0,23.80952381
1094,Aljamain Sterling,Cody Stamann,-170,150,Red,58.82352941,150.0
1095,Geoff Neal,Frank Camacho,-210,175,Red,47.61904762,175.0
1096,Charles Byrd,Darren Stewart,-170,150,Blue,58.82352941,150.0
1097,Diego Sanchez,Craig White,175,-210,Red,175.0,47.61904762
1098,Jim Miller,Alex White,155,-175,Red,155.0,57.14285714
1099,Irene Aldana,Lucie Pudilova,-110,-110,Red,90.90909091,90.90909091
1100,Roberto Sanchez,Jarred Brooks,175,-190,Blue,175.0,52.63157895
1101,Justin Gaethje,James Vick,120,-140,Red,120.0,71.42857143
1102,Michael Johnson,Andre Fili,100,-120,Red,100.0,83.33333333
1103,Cortney Casey,Angela Hill,115,-135,Red,115.0,74.07407407
1104,Jake Ellenberger,Bryan Barberena,335,-420,Blue,335.0,23.80952381
1105,John Moraga,Deiveson Figueiredo,150,-170,Blue,150.0,58.82352941
1106,Eryk Anders,Tim Williams,-1200,775,Red,8.333333332999999,775.0
1107,James Krause,Warlley Alves,270,-330,Red,270.0,30.303030300000003
1108,Cory Sandhagen,Iuri Alcantara,-200,170,Red,50.0,170.0
1109,Andrew Sanchez,Markus Perez,-140,120,Red,71.42857143,120.0
1110,Mickey Gall,George Sullivan,-325,295,Red,30.76923077,295.0
1111,Joanne Calderwood,Kalindra Faria,-185,160,Red,54.05405405,160.0
1112,Drew Dober,Jon Tuck,-240,200,Red,41.66666667,200.0
1113,Rani Yahya,Luke Sanders,-105,-115,Red,95.23809524,86.95652174
1114,TJ Dillashaw,Cody Garbrandt,-125,105,Red,80.0,105.0
1115,Demetrious Johnson,Henry Cejudo,-470,375,Blue,21.27659574,375.0
1116,Cub Swanson,Renato Moicano,250,-300,Blue,250.0,33.33333333
1117,Polyana Viana,JJ Aldrich,-155,135,Blue,64.51612903,135.0
1118,Thiago Santos,Kevin Holland,-340,280,Red,29.41176471,280.0
1119,Pedro Munhoz,Brett Johns,-210,175,Red,47.61904762,175.0
1120,Ricky Simon,Montel Jackson,105,-125,Red,105.0,80.0
1121,Ricardo Ramos,Kyung Ho Kang,-275,235,Red,36.36363636,235.0
1122,Matt Sayles,Sheymon Moraes,-140,120,Blue,71.42857143,120.0
1123,Alex Perez,Jose Torres,-120,100,Red,83.33333333,100.0
1124,Danielle Taylor,Weili Zhang,260,-320,Blue,260.0,31.25
1125,Marlon Vera,Wuliji Buren,-470,375,Red,21.27659574,375.0
1126,Eddie Alvarez,Dustin Poirier,135,-155,Blue,135.0,64.51612903
1127,Jose Aldo,Jeremy Stephens,100,-120,Red,100.0,83.33333333
1128,Joanna Jedrzejczyk,Tecia Torres,-320,260,Red,31.25,260.0
1129,Alexander Hernandez,Olivier Aubin-Mercier,-110,-110,Red,90.90909091,90.90909091
1130,Jordan Mein,Alex Morono,-150,130,Red,66.66666667,130.0
1131,Hakeem Dawodu,Austin Arnett,-470,375,Red,21.27659574,375.0
1132,Kajan Johnson,Islam Makhachev,450,-600,Blue,450.0,16.66666667
1133,Gadzhimurad Antigulov,Ion Cutelaba,115,-135,Blue,115.0,74.07407407
1134,John Makdessi,Ross Pearson,-235,195,Red,42.55319149,195.0
1135,Alexis Davis,Katlyn Chookagian,140,-160,Blue,140.0,62.5
1136,Dustin Ortiz,Matheus Nicolau,170,-200,Red,170.0,50.0
1137,Randa Markos,Nina Ansaroff,120,-140,Blue,120.0,71.42857143
1138,Devin Powell,Alvaro Herrera,-105,-115,Red,95.23809524,86.95652174
1139,Mauricio Rua,Anthony Smith,-150,130,Blue,66.66666667,130.0
1140,Glover Teixeira,Corey Anderson,-120,100,Blue,83.33333333,100.0
1141,Vitor Miranda,Abu Azaitar,175,-210,Blue,175.0,47.61904762
1142,Marcin Tybura,Stefan Struve,-190,165,Red,52.63157895,165.0
1143,Danny Roberts,David Zawada,-210,175,Red,47.61904762,175.0
1144,Nasrat Haqparast,Marc Diakiese,140,-160,Red,140.0,62.5
1145,Nick Hein,Damir Hadzovic,-150,130,Blue,66.66666667,130.0
1146,Emil Meek,Bartosz Fabinski,-140,120,Blue,71.42857143,120.0
1147,Khalid Taha,Nad Narimani,180,-220,Blue,180.0,45.45454545
1148,Justin Ledet,Aleksandar Rakic,-105,-115,Blue,95.23809524,86.95652174
1149,Davey Grant,Manny Bermudez,260,-320,Blue,260.0,31.25
1150,Jeremy Kimball,Darko Stosic,190,-230,Blue,190.0,43.47826087
1151,Damian Stasiak,Liu Pingyuan,-125,105,Blue,80.0,105.0
1152,Junior Dos Santos,Blagoy Ivanov,-190,165,Red,52.63157895,165.0
1153,Sage Northcutt,Zak Ottow,-125,-105,Red,80.0,95.23809524
1154,Dennis Bermudez,Rick Glenn,-185,160,Blue,54.05405405,160.0
1155,Randy Brown,Niko Price,-130,110,Blue,76.92307692,110.0
1156,Myles Jury,Chad Mendes,100,-120,Blue,100.0,83.33333333
1157,Cat Zingano,Marion Reneau,-110,-110,Red,90.90909091,90.90909091
1158,Eddie Wineland,Alejandro Perez,155,-175,Blue,155.0,57.14285714
1159,Darren Elkins,Alexander Volkanovski,180,-220,Blue,180.0,45.45454545
1160,Justin Scoggins,Said Nurmagomedov,-105,-115,Blue,95.23809524,86.95652174
1161,Kurt Holobaugh,Raoni Barcelos,-165,145,Blue,60.60606061,145.0
1162,Liz Carmouche,Jennifer Maia,-115,-105,Red,86.95652174,95.23809524
1163,Mark De La Rosa,Elias Garcia,115,-135,Red,115.0,74.07407407
1164,Jessica Aguilar,Jodie Esquibel,150,-170,Red,150.0,58.82352941
1165,Stipe Miocic,Daniel Cormier,-160,140,Blue,62.5,140.0
1166,Francis Ngannou,Derrick Lewis,-310,255,Blue,32.25806452,255.0
1167,Paul Felder,Mike Perry,-170,150,Blue,58.82352941,150.0
1168,Michael Chiesa,Anthony Pettis,-175,155,Blue,57.14285714,155.0
1169,Gokhan Saki,Khalil Rountree Jr.,-160,140,Blue,62.5,140.0
1170,Uriah Hall,Paulo Costa,245,-290,Blue,245.0,34.48275862
1171,Raphael Assuncao,Rob Font,-140,120,Red,71.42857143,120.0
1172,Lando Vannata,Drakkar Klose,-200,170,Blue,50.0,170.0
1173,Curtis Millender,Max Griffin,-170,150,Red,58.82352941,150.0
1174,Dan Hooker,Gilbert Burns,-115,-105,Red,86.95652174,95.23809524
1175,Jamie Moyle,Emily Whitmire,-185,160,Blue,54.05405405,160.0
1176,Brad Tavares,Israel Adesanya,-105,-115,Blue,95.23809524,86.95652174
1177,Michael Trizano,Joe Giannetti,130,-150,Red,130.0,66.66666667
1178,Jay Cucciniello,Brad Katona,220,-260,Blue,220.0,38.46153846
1179,Alex Caceres,Martin Bravo,-130,110,Red,76.92307692,110.0
1180,Roxanne Modafferi,Barb Honchak,130,-150,Red,130.0,66.66666667
1181,Alessio Di Chirico,Julian Marquez,115,-135,Red,115.0,74.07407407
1182,Montana De La Rosa,Rachael Ostovich,-145,125,Red,68.96551724,125.0
1183,Luis Pena,Richie Smullen,-380,315,Red,26.31578947,315.0
1184,John Gunther,Allan Zuniga,-130,110,Red,76.92307692,110.0
1185,Tyler Diamond,Bryce Mitchell,120,-140,Blue,120.0,71.42857143
1186,Matt Bessette,Steven Peterson,-125,105,Blue,80.0,105.0
1187,Gerald Meerschaert,Oskar Piechota,180,-220,Red,180.0,45.45454545
1188,Donald Cerrone,Leon Edwards,215,-255,Blue,215.0,39.21568627
1189,Ovince Saint Preux,Tyson Pedro,125,-145,Red,125.0,68.96551724
1190,Jessica-Rose Clark,Jessica Eye,-165,145,Blue,60.60606061,145.0
1191,Li Jingliang,Daichi Abe,-245,205,Red,40.81632653,205.0
1192,Teruto Ishihara,Petr Yan,450,-600,Blue,450.0,16.66666667
1193,Felipe Arantes,Song Yadong,-105,-115,Blue,95.23809524,86.95652174
1194,Rolando Dy,Shane Young,145,-165,Blue,145.0,60.60606061
1195,Song Kenan,Hector Aldana,-290,245,Red,34.48275862,245.0
1196,Shinsho Anzai,Jake Matthews,450,-600,Blue,450.0,16.66666667
1197,Viviane Pereira,Yan Xiaonan,-165,145,Blue,60.60606061,145.0
1198,Matt Schnell,Naoki Inoue,165,-190,Red,165.0,52.63157895
1199,Jenel Lausa,Ulka Sasaki,200,-240,Blue,200.0,41.66666667
1200,Ji Yeon Kim,Melinda Fabian,-170,150,Red,58.82352941,150.0
1201,Robert Whittaker,Yoel Romero,-275,235,Red,36.36363636,235.0
1202,Rafael Dos Anjos,Colby Covington,115,-135,Blue,115.0,74.07407407
1203,Holly Holm,Megan Anderson,-145,125,Red,68.96551724,125.0
1204,Andrei Arlovski,Tai Tuivasa,190,-230,Blue,190.0,43.47826087
1205,CM Punk,Mike Jackson,165,-190,Blue,165.0,52.63157895
1206,Alistair Overeem,Curtis Blaydes,170,-200,Blue,170.0,50.0
1207,Claudia Gadelha,Carla Esparza,-270,230,Red,37.03703704,230.0
1208,Ricardo Lamas,Mirsad Bektic,205,-245,Blue,205.0,40.81632653
1209,Rashad Coulter,Chris de la Rocha,-115,-105,Blue,86.95652174,95.23809524
1210,Rashad Evans,Anthony Smith,188,-205,Blue,188.0,48.780487799999996
1211,Joseph Benavidez,Sergio Pettis,-200,170,Blue,50.0,170.0
1212,Clay Guida,Charles Oliveira,120,-140,Blue,120.0,71.42857143
1213,Mike Santiago,Dan Ige,-110,-110,Blue,90.90909091,90.90909091
1214,Jimmie Rivera,Marlon Moraes,-120,100,Blue,83.33333333,100.0
1215,Gregor Gillespie,Vinc Pichel,-400,325,Red,25.0,325.0
1216,Walt Harris,Daniel Spitz,-220,180,Red,45.45454545,180.0
1217,Jake Ellenberger,Ben Saunders,-160,140,Blue,62.5,140.0
1218,Julio Arce,Daniel Teymur,-185,160,Red,54.05405405,160.0
1219,Gian Villante,Sam Alvey,135,-155,Blue,135.0,64.51612903
1220,Sijara Eubanks,Lauren Murphy,-210,175,Red,47.61904762,175.0
1221,Nik Lentz,David Teymur,250,-300,Blue,250.0,33.33333333
1222,Belal Muhammad,Chance Rencountre,-450,360,Red,22.22222222,360.0
1223,Desmond Green,Gleison Tibau,-1200,600,Red,8.333333332999999,600.0
1224,Johnny Eduardo,Nathaniel Wood,205,-245,Blue,205.0,40.81632653
1225,Jarred Brooks,Jose Torres,125,-145,Blue,125.0,68.96551724
1226,Stephen Thompson,Darren Till,-150,130,Blue,66.66666667,130.0
1227,Neil Magny,Craig White,-750,525,Red,13.33333333,525.0
1228,Arnold Allen,Mads Burnell,-245,205,Red,40.81632653,205.0
1229,Jason Knight,Makwan Amirkhani,-170,150,Blue,58.82352941,150.0
1230,Claudio Silva,Nordine Taleb,325,-400,Red,325.0,25.0
1231,Eric Spicely,Darren Stewart,-160,140,Blue,62.5,140.0
1232,Daniel Kelly,Tom Breese,315,-380,Blue,315.0,26.31578947
