Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
3788,Rob Broughton,Philip De Fries,145.0,-155.0,Blue,Anthony Perosh,Ryan Jimmo,210.0,-230.0,Blue,210.0,43.47826087
3789,Michihiro Omigawa,Jason Young,-210.0,190.0,Red,Bryan Caraway,Mitch Gagnon,-220.0,200.0,Red,45.45454545,200.0
3790,Chris Cope,Che Mills,235.0,-255.0,Blue,Antonio Carvalho,Daniel Pineda,235.0,-255.0,Red,235.0,39.21568627
3791,Chris Cariaso,Vaughan Lee,-205.0,188.0,Red,Mitch Clarke,Anton Kuivanen,155.0,-165.0,Blue,155.0,60.60606061
3792,BJ Penn,Nick Diaz,105.0,-115.0,Blue,Mark Munoz,Chris Weidman,130.0,-140.0,Blue,130.0,71.42857143
3793,Cheick Kongo,Matt Mitrione,118.0,-128.0,Red,James Te Huna,Joey Beltran,-380.0,340.0,Red,26.31578947,340.0
3794,Mirko Cro Cop,Roy Nelson,190.0,-210.0,Blue,Aaron Simpson,Kenny Robertson,-330.0,300.0,Red,30.303030300000003,300.0
3795,Scott Jorgensen,Jeff Curran,-410.0,365.0,Red,Karlos Vemola,Francis Carmont,190.0,-210.0,Blue,190.0,47.61904762
3796,Hatsu Hioki,George Roop,-315.0,285.0,Red,TJ Dillashaw,Vaughan Lee,-415.0,370.0,Red,24.09638554,370.0
3797,Dennis Siver,Donald Cerrone,215.0,-235.0,Blue,Rafael Dos Anjos,Anthony Njokuani,-190.0,175.0,Red,52.63157895,175.0
3798,Tyson Griffin,Bart Palaszewski,-295.0,265.0,Blue,Damacio Page,Alex Caceres,110.0,-120.0,Blue,110.0,83.33333333
3799,Brandon Vera,Eliot Marshall,-380.0,340.0,Red,Chris Cariaso,Josh Ferguson,-355.0,295.0,Red,28.16901408,295.0
3800,Ramsey Nijem,Danny Downes,-195.0,180.0,Red,Rafael Natal,Andrew Craig,130.0,-140.0,Blue,130.0,71.42857143
3801,Chris Camozzi,Francis Carmont,-115.0,105.0,Blue,Marcelo Guimaraes,Dan Stittgen,-395.0,350.0,Red,25.3164557,350.0
3802,Dustin Jacoby,Clifford Starks,-120.0,110.0,Blue,Raphael Assuncao,Issei Tamura,-190.0,175.0,Red,52.63157895,175.0
3803,Frankie Edgar,Gray Maynard,-125.0,115.0,Red,Anderson Silva,Chael Sonnen,-280.0,255.0,Red,35.71428571,255.0
3804,Jose Aldo,Kenny Florian,-355.0,320.0,Red,Forrest Griffin,Tito Ortiz,-300.0,270.0,Red,33.33333333,270.0
3805,Chael Sonnen,Brian Stann,-260.0,240.0,Red,Cung Le,Patrick Cote,185.0,-200.0,Red,185.0,50.0
3806,Leonard Garcia,Nam Phan,215.0,-235.0,Blue,Dong Hyun Kim,Demian Maia,-143.0,133.0,Blue,69.93006993,133.0
3807,Melvin Guillard,Joe Lauzon,-500.0,435.0,Blue,Chad Mendes,Cody McKenzie,-705.0,570.0,Red,14.18439716,570.0
3808,Demian Maia,Jorge Santiago,-290.0,260.0,Red,Ivan Menjivar,Mike Easton,-115.0,105.0,Blue,86.95652174,105.0
3809,Anthony Pettis,Jeremy Stephens,-280.0,255.0,Red,Melvin Guillard,Fabricio Camoes,-290.0,260.0,Red,34.48275862,260.0
3810,Joey Beltran,Stipe Miocic,255.0,-280.0,Blue,Gleison Tibau,Khabib Nurmagomedov,-153.0,143.0,Blue,65.35947712,143.0
3811,Tiequan Zhang,Darren Elkins,-135.0,125.0,Blue,Costas Philippou,Riki Fukuda,-190.0,175.0,Red,52.63157895,175.0
3812,Aaron Simpson,Eric Schafer,-400.0,355.0,Red,John Alessio,Shane Roller,140.0,-150.0,Blue,140.0,66.66666667
3813,Steve Cantwell,Mike Massenzio,-155.0,145.0,Blue,Rafaello Oliveira,Yoislandy Izquierdo,170.0,-185.0,Red,170.0,54.05405405
3814,Dominick Cruz,Demetrious Johnson,-550.0,425.0,Red,Wanderlei Silva,Rich Franklin,125.0,-135.0,Blue,125.0,74.07407407
3815,Pat Barry,Stefan Struve,-165.0,155.0,Blue,Cezar Ferreira,Sergio Moraes,-315.0,258.0,Red,31.74603175,258.0
3816,Anthony Johnson,Charlie Brenneman,-200.0,185.0,Red,Godofredo Pepey,Rony Jason,240.0,-260.0,Blue,240.0,38.46153846
3817,Matt Wiman,Mac Danzig,-220.0,200.0,Red,Fabricio Werdum,Mike Russow,-475.0,420.0,Red,21.05263158,420.0
3818,Yves Edwards,Rafaello Oliveira,-155.0,145.0,Red,Iuri Alcantara,Hacran Dias,-178.0,167.0,Blue,56.17977528,167.0
3819,Michael Johnson,Paul Sass,-173.0,163.0,Blue,Anistavio Medeiros,Rodrigo Damm,185.0,-200.0,Blue,185.0,50.0
3820,Mike Easton,Byron Bloodworth,-390.0,320.0,Red,Delson Heleno,Francisco Trinaldo,-120.0,110.0,Blue,83.33333333,110.0
3821,Shane Roller,TJ Grant,-174.0,164.0,Blue,John Teixeira,Hugo Viana,185.0,-200.0,Blue,185.0,50.0
3822,Josh Neer,Keith Wisniewski,-260.0,240.0,Red,Thiago Perpetuo,Leonardo Mafra,-115.0,105.0,Red,86.95652174,105.0
3823,Walel Watson,Joseph Sandoval,100.0,-110.0,Red,Marcos Vinicius,Wagner Campos,-260.0,240.0,Red,38.46153846,240.0
3824,Jon Jones,Rampage Jackson,-500.0,435.0,Red,Gray Maynard,Clay Guida,-220.0,200.0,Red,45.45454545,200.0
3825,Matt Hughes,Josh Koscheck,350.0,-395.0,Blue,Sam Stout,Spencer Fisher,-355.0,320.0,Red,28.16901408,320.0
3826,Ben Rothwell,Mark Hunt,-355.0,320.0,Blue,Brian Ebersole,TJ Waldburger,-230.0,190.0,Red,43.47826087,190.0
3827,Travis Browne,Rob Broughton,-420.0,375.0,Red,Ross Pearson,Cub Swanson,-215.0,195.0,Blue,46.51162791,195.0
3828,Nate Diaz,Takanori Gomi,-255.0,235.0,Red,Hatsu Hioki,Ricardo Lamas,-165.0,155.0,Blue,60.60606061,155.0
3829,Tony Ferguson,Aaron Riley,-340.0,310.0,Red,Ramsey Nijem,CJ Keith,-150.0,140.0,Red,66.66666667,140.0
3830,Nick Ring,Tim Boetsch,177.0,-192.0,Blue,Rick Story,Brock Jardine,-370.0,330.0,Red,27.02702703,330.0
3831,Junior Assuncao,Eddie Yagin,125.0,-135.0,Red,Steven Siler,Joey Gambino,110.0,-120.0,Red,110.0,83.33333333
3832,Takeya Mizugaki,Cole Escovedo,-220.0,200.0,Red,Nick Catone,Chris Camozzi,-210.0,190.0,Blue,47.61904762,190.0
3833,James Te Huna,Ricardo Romero,-152.0,142.0,Red,Matt Brown,Luis Ramos,-155.0,145.0,Red,64.51612903,145.0
3834,Jake Shields,Jake Ellenberger,-135.0,125.0,Blue,Dan Miller,Ricardo Funch,-330.0,300.0,Red,30.303030300000003,300.0
3835,Court McGee,Dongi Yang,-174.0,164.0,Red,Ken Stone,Dustin Pague,140.0,-150.0,Red,140.0,66.66666667
3836,Jonathan Brookins,Erik Koch,185.0,-200.0,Blue,Demetrious Johnson,Ian McCall,-110.0,100.0,Red,90.90909091,100.0
3837,Alan Belcher,Jason MacDonald,-290.0,260.0,Red,Erick Silva,Charlie Brenneman,-185.0,170.0,Red,54.05405405,170.0
3838,Cody McKenzie,Vagner Rocha,170.0,-185.0,Blue,Mike Pyle,Josh Neer,-190.0,175.0,Red,52.63157895,175.0
3839,Evan Dunham,Shamar Bailey,-415.0,370.0,Red,Eddie Wineland,Scott Jorgensen,150.0,-160.0,Red,150.0,62.5
3840,Matthew Riddle,Lance Benoist,-210.0,175.0,Blue,Mike Pierce,Carlos Eduardo Rocha,-230.0,190.0,Red,43.47826087,190.0
3841,Ken Stone,Donny Walker,-165.0,155.0,Red,Seth Baczynski,Lance Benoist,-105.0,-105.0,Red,95.23809524,95.23809524
3842,Clay Harvison,Seth Baczynski,140.0,-150.0,Blue,Leonard Garcia,Matt Grice,-125.0,115.0,Blue,80.0,115.0
3843,TJ Waldburger,Mike Stumpf,-230.0,210.0,Red,Dustin Pague,Jared Papazian,150.0,-160.0,Red,150.0,62.5
3844,Robert Peralta,Mike Lullo,-130.0,120.0,Red,Tim Means,Justin Salas,-130.0,120.0,Red,76.92307692,120.0
3845,Justin Edwards,Jorge Lopez,320.0,-390.0,Red,Buddy Roberts,Caio Magalhaes,-130.0,120.0,Red,76.92307692,120.0
3846,Anderson Silva,Yushin Okami,-600.0,500.0,Red,Henry Martinez,Bernardo Magalhaes,-230.0,210.0,Red,43.47826087,210.0
3847,Mauricio Rua,Forrest Griffin,-210.0,190.0,Red,Jake Hecht,Sean Pierson,-155.0,145.0,Blue,64.51612903,145.0
3848,Ross Pearson,Edson Barboza,248.0,-270.0,Blue,Jake Ellenberger,Martin Kampmann,-178.0,167.0,Blue,56.17977528,167.0
3849,Minotauro Nogueira,Brendan Schaub,230.0,-250.0,Red,Michael Chiesa,Al Iaquinta,240.0,-260.0,Red,240.0,38.46153846
3850,Luiz Cane,Stanislav Nedkov,-240.0,220.0,Blue,Jonathan Brookins,Charles Oliveira,185.0,-200.0,Blue,185.0,50.0
3851,Thiago Tavares,Spencer Fisher,-185.0,170.0,Red,Max Holloway,Pat Schilling,-140.0,130.0,Red,71.42857143,130.0
3852,Rousimar Palhares,Dan Miller,-245.0,225.0,Red,Justin Lawrence,John Cofer,-345.0,315.0,Red,28.98550725,315.0
3853,Paulo Thiago,David Mitchell,-415.0,370.0,Red,Daron Cruickshank,Chris Tickle,-174.0,164.0,Red,57.47126437,164.0
3854,Raphael Assuncao,Johnny Eduardo,-155.0,145.0,Red,Myles Jury,Chris Saunders,-310.0,280.0,Red,32.25806452,280.0
3855,Erick Silva,Luis Ramos,-280.0,255.0,Red,Cristiano Marcello,Sam Sicilia,177.0,-192.0,Blue,177.0,52.08333333
3856,Iuri Alcantara,Felipe Arantes,-475.0,420.0,Red,Joe Proctor,Jeremy Larsen,-280.0,255.0,Red,35.71428571,255.0
3857,Yves Jabouin,Ian Loveland,170.0,-185.0,Red,John Albert,Erik Perez,-185.0,170.0,Blue,54.05405405,170.0
3858,Dan Hardy,Chris Lytle,-104.0,-106.0,Blue,Junior Dos Santos,Frank Mir,-475.0,420.0,Red,21.05263158,420.0
3859,Jim Miller,Benson Henderson,-170.0,160.0,Blue,Cain Velasquez,Antonio Silva,-400.0,355.0,Red,25.0,355.0
3860,Donald Cerrone,Charles Oliveira,104.0,-114.0,Red,Roy Nelson,Dave Herman,-162.0,152.0,Red,61.72839506,152.0
3861,Amir Sadollah,Duane Ludwig,-395.0,350.0,Blue,Stipe Miocic,Shane del Rosario,-170.0,150.0,Red,58.82352941,150.0
3862,CB Dollaway,Jared Hamman,-240.0,220.0,Blue,Stefan Struve,Lavar Johnson,-130.0,120.0,Red,76.92307692,120.0
3863,Joseph Benavidez,Eddie Wineland,-295.0,265.0,Red,Diego Brandao,Darren Elkins,-260.0,240.0,Blue,38.46153846,240.0
3864,Ed Herman,Kyle Noke,122.0,-132.0,Red,Edson Barboza,Jamie Varner,-540.0,460.0,Blue,18.51851852,460.0
3865,Ronny Markes,Karlos Vemola,200.0,-220.0,Red,Jason Miller,CB Dollaway,-155.0,145.0,Blue,64.51612903,145.0
3866,Jimy Hettes,Alex Caceres,-420.0,375.0,Red,Dan Hardy,Duane Ludwig,-130.0,120.0,Red,76.92307692,120.0
3867,Cole Miller,TJ O'Brien,-440.0,390.0,Red,Jacob Volkmann,Paul Sass,-190.0,175.0,Blue,52.63157895,175.0
3868,Jacob Volkmann,Danny Castillo,-120.0,100.0,Red,Kyle Kingsbury,Glover Teixeira,215.0,-235.0,Blue,215.0,42.55319149
3869,Edwin Figueroa,Jason Reinhardt,-385.0,345.0,Red,Mike Brown,Daniel Pineda,-118.0,108.0,Red,84.74576271,108.0
3870,Rashad Evans,Tito Ortiz,-375.0,335.0,Red,Chan Sung Jung,Dustin Poirier,290.0,-350.0,Red,290.0,28.57142857
3871,Vitor Belfort,Yoshihiro Akiyama,-320.0,290.0,Red,Amir Sadollah,Jorge Lopez,-105.0,-105.0,Red,95.23809524,95.23809524
3872,Dennis Hallman,Brian Ebersole,115.0,-125.0,Blue,Donald Cerrone,Jeremy Stephens,-220.0,200.0,Red,45.45454545,200.0
3873,Jorge Rivera,Costas Philippou,-135.0,125.0,Blue,Yves Jabouin,Jeff Hougland,-305.0,275.0,Red,32.78688525,275.0
3874,Rory MacDonald,Mike Pyle,-255.0,235.0,Red,Igor Pokrajac,Fabio Maldonado,130.0,-140.0,Red,130.0,71.42857143
3875,Matt Hamill,Alexander Gustafsson,140.0,-150.0,Blue,Jason MacDonald,Tom Lawlor,200.0,-220.0,Blue,200.0,45.45454545
3876,Chad Mendes,Rani Yahya,-540.0,460.0,Red,Brad Tavares,Dongi Yang,-160.0,150.0,Red,62.5,150.0
3877,Ivan Menjivar,Nick Pace,-164.0,154.0,Red,Cody McKenzie,Marcus LeVesseur,170.0,-185.0,Red,170.0,54.05405405
3878,Johny Hendricks,Mike Pierce,-142.0,132.0,Red,TJ Grant,Carlo Prater,-430.0,380.0,Red,23.25581395,380.0
3879,Mike Brown,Nam Phan,-210.0,190.0,Red,Rafael Dos Anjos,Kamal Shalorus,-365.0,328.0,Red,27.39726027,328.0
3880,Rafael Natal,Paul Bradley,130.0,-140.0,Red,Jeff Curran,Johnny Eduardo,110.0,-120.0,Blue,110.0,83.33333333
3881,Dominick Cruz,Urijah Faber,-185.0,170.0,Red,Alex Soto,Francisco Rivera,215.0,-235.0,Blue,215.0,42.55319149
3882,Wanderlei Silva,Chris Leben,-200.0,185.0,Blue,Nate Diaz,Jim Miller,150.0,-160.0,Red,150.0,62.5
3883,Dennis Siver,Matt Wiman,-105.0,-105.0,Red,Josh Koscheck,Johny Hendricks,123.0,-133.0,Blue,123.0,75.18796992
3884,Tito Ortiz,Ryan Bader,500.0,-600.0,Red,Rousimar Palhares,Alan Belcher,-210.0,190.0,Blue,47.61904762,190.0
3885,Carlos Condit,Dong Hyun Kim,101.0,-111.0,Red,Pat Barry,Lavar Johnson,-150.0,140.0,Blue,66.66666667,140.0
3886,Melvin Guillard,Shane Roller,-280.0,255.0,Red,Tony Ferguson,Michael Johnson,-315.0,285.0,Blue,31.74603175,285.0
3887,George Sotiropoulos,Rafael Dos Anjos,-215.0,195.0,Blue,John Dodson,Tim Elliott,-510.0,440.0,Red,19.60784314,440.0
3888,Brian Bowles,Takeya Mizugaki,-315.0,285.0,Red,John Hathaway,Pascal Krauss,-185.0,170.0,Red,54.05405405,170.0
3889,Brad Tavares,Aaron Simpson,205.0,-245.0,Blue,Louis Gaudinot,John Lineker,245.0,-265.0,Red,245.0,37.73584906
3890,Anthony Njokuani,Andre Winner,-145.0,135.0,Red,Danny Castillo,John Cholish,140.0,-150.0,Red,140.0,66.66666667
3891,Jeff Hougland,Donny Walker,160.0,-170.0,Red,Dennis Bermudez,Pablo Garza,-110.0,100.0,Red,90.90909091,100.0
3892,Cheick Kongo,Pat Barry,-200.0,185.0,Red,Roland Delorme,Nick Denis,240.0,-280.0,Red,240.0,35.71428571
3893,Charlie Brenneman,Rick Story,415.0,-470.0,Red,Mike Massenzio,Karlos Vemola,-130.0,110.0,Blue,76.92307692,110.0
3894,Matt Brown,John Howard,235.0,-255.0,Red,Jon Jones,Rashad Evans,-510.0,440.0,Red,19.60784314,440.0
3895,Christian Morecraft,Matt Mitrione,235.0,-255.0,Blue,Rory MacDonald,Che Mills,-660.0,540.0,Red,15.15151515,540.0
3896,Tyson Griffin,Manvel Gamburyan,-255.0,215.0,Red,Brendan Schaub,Ben Rothwell,-215.0,195.0,Blue,46.51162791,195.0
3897,Joe Stevenson,Javier Vazquez,-170.0,150.0,Blue,Miguel Torres,Michael McDonald,-105.0,-105.0,Blue,95.23809524,95.23809524
3898,Joe Lauzon,Curt Warburton,-320.0,260.0,Red,Mark Hominick,Eddie Yagin,-480.0,423.0,Blue,20.83333333,423.0
3899,Daniel Roberts,Rich Attonito,-110.0,-110.0,Blue,Mark Bocek,John Alessio,-290.0,260.0,Red,34.48275862,260.0
3900,Nik Lentz,Charles Oliveira,145.0,-165.0,Draw,Travis Browne,Chad Griggs,-300.0,270.0,Red,33.33333333,270.0
3901,Ricardo Lamas,Matt Grice,-165.0,145.0,Red,Matt Brown,Stephen Thompson,200.0,-220.0,Red,200.0,45.45454545
3902,Michael Johnson,Edward Faaloloto,-560.0,430.0,Red,John Makdessi,Anthony Njokuani,200.0,-220.0,Blue,200.0,45.45454545
3903,Shane Carwin,Junior Dos Santos,145.0,-155.0,Blue,Mac Danzig,Efrain Escudero,-135.0,125.0,Red,74.07407407,125.0
3904,Kenny Florian,Diego Nunes,-220.0,200.0,Red,Keith Wisniewski,Chris Clements,135.0,-145.0,Blue,135.0,68.96551724
3905,Mark Munoz,Demian Maia,-150.0,140.0,Red,Marcus Brimage,Maximo Blanco,215.0,-235.0,Red,215.0,42.55319149
3906,Dave Herman,Jon Olav Einemo,-143.0,133.0,Red,Alexander Gustafsson,Thiago Silva,-260.0,240.0,Red,38.46153846,240.0
3907,Vagner Rocha,Donald Cerrone,325.0,-400.0,Blue,Brian Stann,Alessio Sakara,-380.0,340.0,Red,26.31578947,340.0
3908,Yves Edwards,Sam Stout,167.0,-178.0,Blue,Paulo Thiago,Siyar Bahadurzada,-150.0,140.0,Blue,66.66666667,140.0
3909,Jesse Bongfeldt,Chris Weidman,420.0,-475.0,Blue,Dennis Siver,Diego Nunes,170.0,-185.0,Red,170.0,54.05405405
3910,Mike Massenzio,Krzysztof Soszynski,265.0,-325.0,Blue,DaMarques Johnson,John Maguire,170.0,-185.0,Blue,170.0,54.05405405
3911,Nick Ring,James Head,-130.0,110.0,Red,Brad Pickett,Damacio Page,-280.0,255.0,Red,35.71428571,255.0
3912,Dustin Poirier,Jason Young,-335.0,275.0,Red,Papy Abedi,James Head,-185.0,170.0,Blue,54.05405405,170.0
3913,Joey Beltran,Aaron Rosa,115.0,-135.0,Red,Cyrille Diabate,Tom DeBlass,177.0,-192.0,Red,177.0,52.08333333
3914,Darren Elkins,Michihiro Omigawa,175.0,-210.0,Red,Francis Carmont,Magnus Cedenblad,-290.0,260.0,Red,34.48275862,260.0
3915,Ramsey Nijem,Tony Ferguson,-105.0,-115.0,Blue,Reza Madadi,Yoislandy Izquierdo,-250.0,230.0,Red,40.0,230.0
3916,Clay Guida,Anthony Pettis,200.0,-220.0,Red,Simeon Thoresen,Besam Yousef,-325.0,295.0,Red,30.76923077,295.0
3917,Ed Herman,Tim Credeur,-130.0,110.0,Red,Jason Young,Eric Wisely,-170.0,160.0,Red,58.82352941,160.0
3918,Fabio Maldonado,Kyle Kingsbury,165.0,-190.0,Blue,Thiago Alves,Martin Kampmann,-145.0,135.0,Blue,68.96551724,135.0
3919,Chuck O'Neil,Chris Cope,-175.0,155.0,Blue,Joseph Benavidez,Yasuhiro Urushitani,-870.0,680.0,Red,11.49425287,680.0
3920,Danny Downes,Jeremy Stephens,300.0,-360.0,Blue,Court McGee,Costas Philippou,-125.0,115.0,Blue,80.0,115.0
3921,Josh Grispi,George Roop,-420.0,335.0,Blue,James Te Huna,Aaron Rosa,-345.0,315.0,Red,28.98550725,315.0
3922,Ryan McGillivray,Shamar Bailey,250.0,-300.0,Blue,Anthony Perosh,Nick Penner,135.0,-145.0,Red,135.0,68.96551724
3923,Clay Harvison,Justin Edwards,170.0,-200.0,Red,Cole Miller,Steven Siler,-460.0,410.0,Blue,21.73913043,410.0
3924,Scott Jorgensen,Ken Stone,-460.0,365.0,Red,Kyle Noke,Andrew Craig,-255.0,235.0,Blue,39.21568627,235.0
3925,Reuben Duran,Francisco Rivera,-230.0,190.0,Red,TJ Waldburger,Jake Hecht,-140.0,120.0,Red,71.42857143,120.0
3926,Rampage Jackson,Matt Hamill,-305.0,275.0,Red,Mackens Semerzier,Daniel Pineda,-145.0,135.0,Blue,68.96551724,135.0
3927,Frank Mir,Roy Nelson,-120.0,110.0,Red,Oli Thompson,Shawn Jordan,200.0,-220.0,Blue,200.0,45.45454545
3928,Stefan Struve,Travis Browne,118.0,-128.0,Blue,Frankie Edgar,Benson Henderson,-130.0,120.0,Blue,76.92307692,120.0
3929,Thiago Alves,Rick Story,-230.0,210.0,Blue,Rampage Jackson,Ryan Bader,-145.0,135.0,Blue,68.96551724,135.0
3930,Brian Stann,Jorge Santiago,-140.0,130.0,Red,Mark Hunt,Cheick Kongo,255.0,-280.0,Red,255.0,35.71428571
3931,Miguel Torres,Demetrious Johnson,-120.0,110.0,Blue,Yoshihiro Akiyama,Jake Shields,315.0,-345.0,Blue,315.0,28.98550725
3932,Kendall Grove,Tim Boetsch,-125.0,115.0,Blue,Yushin Okami,Tim Boetsch,-410.0,365.0,Blue,24.390243899999998,365.0
3933,Gleison Tibau,Rafaello Oliveira,-430.0,380.0,Red,Hatsu Hioki,Bart Palaszewski,-185.0,170.0,Red,54.05405405,170.0
3934,Michael McDonald,Chris Cariaso,-380.0,340.0,Red,Anthony Pettis,Joe Lauzon,-285.0,258.0,Red,35.087719299999996,258.0
3935,Cole Escovedo,Renan Barao,315.0,-345.0,Blue,Takanori Gomi,Eiji Mitsuoka,-250.0,230.0,Red,40.0,230.0
3936,Georges St-Pierre,Jake Shields,-455.0,405.0,Red,Norifumi Yamamoto,Vaughan Lee,-290.0,260.0,Blue,34.48275862,260.0
3937,Jose Aldo,Mark Hominick,-500.0,435.0,Red,Riki Fukuda,Steve Cantwell,-310.0,280.0,Red,32.25806452,280.0
3938,Lyoto Machida,Randy Couture,-350.0,318.0,Red,Takeya Mizugaki,Chris Cariaso,-290.0,260.0,Blue,34.48275862,260.0
3939,Vladimir Matyushenko,Jason Brilz,-102.0,-108.0,Red,Tiequan Zhang,Issei Tamura,-196.0,181.0,Blue,51.02040816,181.0
3940,Mark Bocek,Benson Henderson,140.0,-150.0,Blue,Diego Sanchez,Jake Ellenberger,320.0,-355.0,Blue,320.0,28.16901408
3941,Nate Diaz,Rory MacDonald,127.0,-137.0,Blue,Stefan Struve,Dave Herman,101.0,-111.0,Red,101.0,90.09009009
3942,Jake Ellenberger,Sean Pierson,-200.0,185.0,Red,Aaron Simpson,Ronny Markes,130.0,-140.0,Blue,130.0,71.42857143
3943,Daniel Roberts,Claude Patrick,110.0,-120.0,Blue,Stipe Miocic,Philip De Fries,-515.0,410.0,Red,19.41747573,410.0
3944,Ivan Menjivar,Charlie Valencia,-185.0,170.0,Red,TJ Dillashaw,Walel Watson,-255.0,235.0,Red,39.21568627,235.0
3945,Jason MacDonald,Ryan Jensen,115.0,-125.0,Red,Ivan Menjivar,John Albert,-240.0,220.0,Red,41.66666667,220.0
3946,John Makdessi,Kyle Watson,-170.0,160.0,Red,Jonathan Brookins,Vagner Rocha,-165.0,155.0,Red,60.60606061,155.0
3947,Yves Jabouin,Pablo Garza,-160.0,150.0,Blue,Anton Kuivanen,Justin Salas,130.0,-140.0,Blue,130.0,71.42857143
3948,Phil Davis,Rogerio Nogueira,-255.0,235.0,Red,Tim Means,Bernardo Magalhaes,115.0,-125.0,Red,115.0,80.0
3949,Anthony Johnson,Dan Hardy,-173.0,163.0,Red,Nick Diaz,Carlos Condit,-190.0,175.0,Blue,52.63157895,175.0
3950,DaMarques Johnson,Amir Sadollah,220.0,-240.0,Blue,Roy Nelson,Fabricio Werdum,140.0,-150.0,Blue,140.0,66.66666667
3951,Chan Sung Jung,Leonard Garcia,-125.0,105.0,Red,Josh Koscheck,Mike Pierce,-270.0,248.0,Red,37.03703704,248.0
3952,Jon Madsen,Mike Russow,-300.0,250.0,Blue,Renan Barao,Scott Jorgensen,-215.0,195.0,Red,46.51162791,195.0
3953,Alex Caceres,Mackens Semerzier,190.0,-210.0,Blue,Ed Herman,Clifford Starks,-220.0,200.0,Red,45.45454545,200.0
3954,John Hathaway,Kris McCray,-390.0,320.0,Red,Dustin Poirier,Max Holloway,-515.0,445.0,Red,19.41747573,445.0
3955,Michael McDonald,Edwin Figueroa,-460.0,365.0,Red,Alex Caceres,Edwin Figueroa,115.0,-125.0,Blue,115.0,80.0
3956,Sean McCorkle,Christian Morecraft,180.0,-220.0,Blue,Matt Brown,Chris Cope,-335.0,305.0,Red,29.85074627,305.0
3957,Johny Hendricks,TJ Waldburger,-325.0,265.0,Red,Matthew Riddle,Henry Martinez,-365.0,328.0,Red,27.39726027,328.0
3958,Mario Miranda,Aaron Simpson,175.0,-210.0,Blue,Rafael Natal,Michael Kuiper,-152.0,142.0,Red,65.78947368,142.0
3959,Waylon Lowe,Nik Lentz,160.0,-185.0,Blue,Dan Stittgen,Stephen Thompson,290.0,-320.0,Blue,290.0,31.25
3960,Mauricio Rua,Jon Jones,195.0,-215.0,Blue,Rashad Evans,Phil Davis,-191.0,176.0,Red,52.35602094,176.0
3961,Urijah Faber,Eddie Wineland,-400.0,355.0,Red,Chael Sonnen,Michael Bisping,-380.0,340.0,Red,26.31578947,340.0
3962,Jim Miller,Kamal Shalorus,-255.0,235.0,Red,Demian Maia,Chris Weidman,142.0,-152.0,Blue,142.0,65.78947368
3963,Dan Miller,Nate Marquardt,285.0,-315.0,Blue,Evan Dunham,Nik Lentz,-355.0,320.0,Red,28.16901408,320.0
3964,Mirko Cro Cop,Brendan Schaub,225.0,-245.0,Blue,Mike Russow,Jon Olav Einemo,-105.0,-105.0,Red,95.23809524,95.23809524
3965,Luiz Cane,Eliot Marshall,-185.0,160.0,Red,Cub Swanson,George Roop,110.0,-130.0,Red,110.0,76.92307692
3966,Edson Barboza,Anthony Njokuani,-260.0,220.0,Red,Charles Oliveira,Eric Wisely,-560.0,475.0,Red,17.85714286,475.0
3967,Ricardo Almeida,Mike Pyle,-150.0,130.0,Blue,Michael Johnson,Shane Roller,225.0,-245.0,Red,225.0,40.81632653
3968,Kurt Pellegrino,Gleison Tibau,125.0,-145.0,Blue,Joey Beltran,Lavar Johnson,-170.0,160.0,Blue,58.82352941,160.0
3969,Joseph Benavidez,Ian Loveland,-450.0,360.0,Red,Chris Camozzi,Dustin Jacoby,-145.0,135.0,Red,68.96551724,135.0
3970,Costas Philippou,Nick Catone,175.0,-210.0,Blue,Melvin Guillard,Jim Miller,140.0,-150.0,Blue,140.0,66.66666667
3971,Erik Koch,Raphael Assuncao,-165.0,145.0,Red,Duane Ludwig,Josh Neer,155.0,-165.0,Blue,155.0,60.60606061
3972,Diego Sanchez,Martin Kampmann,125.0,-135.0,Red,Mike Easton,Jared Papazian,-430.0,380.0,Red,23.25581395,380.0
3973,CB Dollaway,Mark Munoz,160.0,-170.0,Blue,Pat Barry,Christian Morecraft,-200.0,185.0,Red,50.0,185.0
3974,Alessio Sakara,Chris Weidman,190.0,-230.0,Blue,Jorge Rivera,Eric Schafer,135.0,-145.0,Red,135.0,68.96551724
3975,Brian Bowles,Damacio Page,-310.0,255.0,Red,Kamal Shalorus,Khabib Nurmagomedov,100.0,-110.0,Blue,100.0,90.90909091
3976,Steve Cantwell,Cyrille Diabate,-145.0,125.0,Blue,Charlie Brenneman,Daniel Roberts,-360.0,325.0,Red,27.77777778,325.0
3977,Joe Stevenson,Danny Castillo,-130.0,110.0,Blue,Fabricio Camoes,Tommy Hayden,-310.0,280.0,Red,32.25806452,280.0
3978,Thiago Tavares,Shane Roller,105.0,-115.0,Blue,Daniel Pineda,Pat Schilling,-140.0,130.0,Red,71.42857143,130.0
3979,Takeya Mizugaki,Reuben Duran,-225.0,185.0,Red,Joseph Sandoval,Nick Denis,250.0,-275.0,Blue,250.0,36.36363636
