Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
1733,Anthony Johnson,Glover Teixeira,-240.0,200.0,Red,Bobby Green,Rashid Magomedov,270.0,-330.0,Blue,270.0,30.303030300000003
1734,Rick Story,Donald Cerrone,120.0,-140.0,Blue,Louis Smolka,Tim Elliott,160.0,-185.0,Blue,160.0,54.05405405
1735,Hyun Gyu Lim,Mike Perry,-275.0,235.0,Blue,Aljamain Sterling,Augusto Mendes,-400.0,325.0,Red,25.0,325.0
1736,Tim Means,Sabah Homasi,-420.0,335.0,Red,Devin Clark,Jake Collier,-140.0,120.0,Red,71.42857143,120.0
1737,Cody Garbrandt,Takeya Mizugaki,-525.0,415.0,Red,Anthony Smith,Andrew Sanchez,270.0,-330.0,Red,270.0,30.303030300000003
1738,Raquel Pennington,Elizabeth Phillips,-320.0,260.0,Red,Zak Cummings,Nathan Coy,-550.0,425.0,Red,18.18181818,425.0
1739,Artem Lobov,Chris Avila,-140.0,120.0,Red,Ashlee Evans-Smith,Ketlen Vieira,-165.0,145.0,Blue,60.60606061,145.0
1740,Randa Markos,Cortney Casey,-155.0,135.0,Blue,Daniel Cormier,Anthony Johnson,120.0,-140.0,Red,120.0,71.42857143
1741,Neil Magny,Lorenz Larkin,-140.0,120.0,Blue,Chris Weidman,Gegard Mousasi,-105.0,-115.0,Blue,95.23809524,86.95652174
1742,Colby Covington,Max Griffin,-420.0,335.0,Red,Cynthia Calvillo,Pearl Gonzalez,-280.0,240.0,Red,35.71428571,240.0
1743,Alberto Uda,Marvin Vettori,145.0,-165.0,Blue,Thiago Alves,Patrick Cote,110.0,-130.0,Red,110.0,76.92307692
1744,Yair Rodriguez,Alex Caceres,-335.0,275.0,Red,Will Brooks,Charles Oliveira,-220.0,180.0,Blue,45.45454545,180.0
1745,Dennis Bermudez,Rony Jason,-300.0,250.0,Red,Myles Jury,Mike de la Torre,-450.0,360.0,Red,22.22222222,360.0
1746,Thales Leites,Chris Camozzi,-175.0,155.0,Red,Kamaru Usman,Sean Strickland,-290.0,245.0,Red,34.48275862,245.0
1747,Santiago Ponzinibbio,Zak Cummings,-110.0,-110.0,Red,Shane Burgos,Charles Rosa,-255.0,215.0,Red,39.21568627,215.0
1748,Trevor Smith,Joe Gigliotti,110.0,-130.0,Red,Patrick Cummins,Jan Blachowicz,-105.0,-115.0,Red,95.23809524,86.95652174
1749,Maryna Moroz,Danielle Taylor,-275.0,235.0,Red,Gregor Gillespie,Andrew Holbrook,-290.0,245.0,Red,34.48275862,245.0
1750,Court McGee,Dominique Steele,-150.0,130.0,Red,Josh Emmett,Desmond Green,-200.0,170.0,Blue,50.0,170.0
1751,Viktor Pesta,Marcin Tybura,-110.0,-110.0,Blue,Katlyn Chookagian,Irene Aldana,-135.0,115.0,Red,74.07407407,115.0
1752,David Teymur,Jason Novelli,-140.0,120.0,Red,Jenel Lausa,Magomed Bibulatov,470.0,-640.0,Blue,470.0,15.625
1753,Teruto Ishihara,Horacio Gutierrez,-230.0,190.0,Red,Jimi Manuwa,Corey Anderson,-145.0,125.0,Red,68.96551724,125.0
1754,Cub Swanson,Tatsuya Kawajiri,-330.0,270.0,Red,Gunnar Nelson,Alan Jouban,-335.0,275.0,Red,29.85074627,275.0
1755,Chase Sherman,Justin Ledet,100.0,-120.0,Blue,Brad Pickett,Marlon Vera,-150.0,130.0,Blue,66.66666667,130.0
1756,Robbie Lawler,Tyron Woodley,-120.0,100.0,Blue,Arnold Allen,Makwan Amirkhani,-115.0,-105.0,Red,86.95652174,95.23809524
1757,Rose Namajunas,Karolina Kowalkiewicz,-190.0,165.0,Blue,Joe Duffy,Reza Madadi,-550.0,425.0,Red,18.18181818,425.0
1758,Matt Brown,Jake Ellenberger,-310.0,255.0,Blue,Darren Stewart,Francimar Barroso,-210.0,175.0,Blue,47.61904762,175.0
1759,Francisco Rivera,Erik Perez,130.0,-150.0,Blue,Daniel Omielanczuk,Tim Johnson,170.0,-200.0,Blue,170.0,50.0
1760,Ryan Benoit,Fredy Serrano,-105.0,-115.0,Red,Leon Edwards,Vicente Luque,100.0,-120.0,Red,100.0,83.33333333
1761,Nikita Krylov,Ed Herman,-240.0,200.0,Red,Marc Diakiese,Teemu Packalen,-175.0,155.0,Red,57.14285714,155.0
1762,Ross Pearson,Jorge Masvidal,225.0,-265.0,Blue,Bradley Scott,Scott Askham,135.0,-155.0,Red,135.0,64.51612903
1763,Anthony Hamilton,Damian Grabowski,-135.0,115.0,Red,Lina Lansberg,Lucie Pudilova,-400.0,325.0,Red,25.0,325.0
1764,Wilson Reis,Hector Sandoval,-360.0,300.0,Red,Mauricio Rua,Gian Villante,-155.0,135.0,Red,64.51612903,135.0
1765,Michael Graves,Bojan Velickovic,-235.0,195.0,Draw,Edson Barboza,Beneil Dariush,-160.0,140.0,Red,62.5,140.0
1766,Cesar Arzamendia,Damien Brown,-105.0,-115.0,Blue,Jussier Formiga,Ray Borg,110.0,-130.0,Blue,110.0,76.92307692
1767,Holly Holm,Valentina Shevchenko,-190.0,165.0,Blue,Alex Oliveira,Tim Means,175.0,-210.0,Red,175.0,47.61904762
1768,Edson Barboza,Gilbert Melendez,-255.0,215.0,Red,Francisco Trinaldo,Kevin Lee,150.0,-170.0,Blue,150.0,58.82352941
1769,Francis Ngannou,Bojan Mihajlovic,-600.0,450.0,Red,Sergio Moraes,Davi Ramos,-200.0,170.0,Red,50.0,170.0
1770,Felice Herrig,Kailin Curran,125.0,-145.0,Red,Rani Yahya,Joe Soto,-240.0,200.0,Blue,41.66666667,200.0
1771,Frankie Saenz,Eddie Wineland,-155.0,135.0,Blue,Michel Prazeres,Joshua Burkman,-300.0,250.0,Red,33.33333333,250.0
1772,Darren Elkins,Godofredo Pepey,-240.0,200.0,Red,Rony Jason,Jeremy Kennedy,105.0,-125.0,Blue,105.0,80.0
1773,Kamaru Usman,Alexander Yakovlev,-250.0,210.0,Red,Garreth McLellan,Paulo Costa,280.0,-340.0,Blue,280.0,29.41176471
1774,Michel Prazeres,JC Cottrell,-220.0,180.0,Red,Tyron Woodley,Stephen Thompson,120.0,-140.0,Red,120.0,71.42857143
1775,Alex Oliveira,James Moontasri,-220.0,180.0,Red,Lando Vannata,David Teymur,-360.0,300.0,Blue,27.77777778,300.0
1776,Jim Alers,Jason Knight,-120.0,100.0,Blue,Rashad Evans,Daniel Kelly,-245.0,205.0,Blue,40.81632653,205.0
1777,Luis Henrique,Dmitrii Smoliakov,105.0,-125.0,Red,Amanda Cooper,Cynthia Calvillo,150.0,-170.0,Blue,150.0,58.82352941
1778,Michael McDonald,John Lineker,-115.0,-105.0,Blue,Alistair Overeem,Mark Hunt,-130.0,110.0,Red,76.92307692,110.0
1779,Tony Ferguson,Lando Vannata,-800.0,550.0,Red,Marcin Tybura,Luis Henrique,-175.0,155.0,Red,57.14285714,155.0
1780,Tim Boetsch,Josh Samman,205.0,-245.0,Red,Mirsad Bektic,Darren Elkins,-750.0,525.0,Blue,13.33333333,525.0
1781,Aleksei Oleinik,Daniel Omielanczuk,-185.0,160.0,Blue,Iuri Alcantara,Luke Sanders,130.0,-150.0,Red,130.0,66.66666667
1782,Kyle Noke,Keita Nakamura,-155.0,135.0,Blue,Mark Godbeer,Daniel Spitz,-145.0,125.0,Red,68.96551724,125.0
1783,Louis Smolka,Ben Nguyen,105.0,-125.0,Red,Tyson Pedro,Paul Craig,-140.0,120.0,Red,71.42857143,120.0
1784,Lauren Murphy,Katlyn Chookagian,-170.0,150.0,Blue,Albert Morales,Andre Soukhamthath,-150.0,130.0,Red,66.66666667,130.0
1785,Eric Spicely,Sam Alvey,235.0,-275.0,Blue,Derrick Lewis,Travis Browne,-105.0,-115.0,Red,95.23809524,86.95652174
1786,Cortney Casey,Cristina Stanciu,140.0,-160.0,Red,Johny Hendricks,Hector Lombard,110.0,-130.0,Red,110.0,76.92307692
1787,Scott Holtzman,Cody Pfister,-260.0,220.0,Red,Sam Sicilia,Gavin Tucker,130.0,-160.0,Blue,130.0,62.5
1788,Rani Yahya,Matthew Lopez,150.0,-170.0,Red,Elias Theodorou,Cezar Ferreira,-105.0,-115.0,Red,95.23809524,86.95652174
1789,Devin Clark,Alex Nicholson,-220.0,180.0,Blue,Sara McMann,Gina Mazany,-800.0,550.0,Red,12.5,550.0
1790,Miesha Tate,Amanda Nunes,265.0,-325.0,Blue,Paul Felder,Alessandro Ricci,-370.0,310.0,Red,27.02702703,310.0
1791,Brock Lesnar,Mark Hunt,140.0,-160.0,Draw,Nordine Taleb,Santiago Ponzinibbio,265.0,-325.0,Blue,265.0,30.76923077
1792,Daniel Cormier,Anderson Silva,-430.0,345.0,Red,Carla Esparza,Randa Markos,-260.0,200.0,Blue,38.46153846,200.0
1793,Jose Aldo,Frankie Edgar,120.0,-140.0,Red,Aiemann Zahabi,Reginaldo Vieira,-275.0,235.0,Red,36.36363636,235.0
1794,Cain Velasquez,Travis Browne,-355.0,295.0,Red,Jack Marshman,Thiago Santos,145.0,-165.0,Blue,145.0,60.60606061
1795,Cat Zingano,Julianna Pena,-175.0,155.0,Blue,Gerald Meerschaert,Ryan Janes,-300.0,250.0,Red,33.33333333,250.0
1796,Johny Hendricks,Kelvin Gastelum,-105.0,-115.0,Blue,Holly Holm,Germaine de Randamie,100.0,-130.0,Blue,100.0,76.92307692
1797,TJ Dillashaw,Raphael Assuncao,-420.0,335.0,Red,Anderson Silva,Derek Brunson,100.0,-120.0,Red,100.0,83.33333333
1798,Sage Northcutt,Enrique Marin,-490.0,390.0,Red,Jacare Souza,Tim Boetsch,-600.0,450.0,Red,16.66666667,450.0
1799,Diego Sanchez,Joe Lauzon,-125.0,105.0,Blue,Glover Teixeira,Jared Cannonier,-230.0,190.0,Red,43.47826087,190.0
1800,Gegard Mousasi,Thiago Santos,-290.0,245.0,Red,Dustin Poirier,Jim Miller,-450.0,360.0,Red,22.22222222,360.0
1801,Jim Miller,Takanori Gomi,-290.0,245.0,Red,Randy Brown,Belal Muhammad,-145.0,115.0,Blue,68.96551724,115.0
1802,Joanna Jedrzejczyk,Claudia Gadelha,-130.0,110.0,Red,Wilson Reis,Ulka Sasaki,485.0,-670.0,Red,485.0,14.92537313
1803,Andrew Sanchez,Khalil Rountree Jr.,-160.0,140.0,Red,Nik Lentz,Islam Makhachev,270.0,-330.0,Blue,270.0,30.303030300000003
1804,Tatiana Suarez,Amanda Cooper,-370.0,310.0,Red,Rick Glenn,Phillipe Nover,-175.0,155.0,Red,57.14285714,155.0
1805,Ross Pearson,Will Brooks,305.0,-365.0,Blue,Ryan LaFlare,Roan Carneiro,-325.0,250.0,Red,30.76923077,250.0
1806,Dooho Choi,Thiago Tavares,-220.0,180.0,Red,Dennis Bermudez,Chan Sung Jung,-185.0,160.0,Blue,54.05405405,160.0
1807,Joaquim Silva,Andrew Holbrook,115.0,-135.0,Red,Alexa Grasso,Felice Herrig,-380.0,315.0,Blue,26.31578947,315.0
1808,Gray Maynard,Fernando Bruno,-165.0,145.0,Red,Abel Trujillo,James Vick,115.0,-135.0,Blue,115.0,74.07407407
1809,John Moraga,Matheus Nicolau,-140.0,120.0,Blue,Ovince Saint Preux,Volkan Oezdemir,-420.0,335.0,Blue,23.80952381,335.0
1810,Cory Hendricks,Josh Stansbury,-145.0,125.0,Blue,Anthony Hamilton,Marcel Fortuna,-270.0,230.0,Blue,37.03703704,230.0
1811,Cezar Ferreira,Anthony Smith,-115.0,-105.0,Red,Jessica Andrade,Angela Hill,-800.0,550.0,Red,12.5,550.0
1812,Jake Matthews,Kevin Lee,-160.0,140.0,Blue,Chas Skelly,Chris Gruetzemacher,-350.0,290.0,Red,28.57142857,290.0
1813,Li Jingliang,Anton Zafir,-310.0,255.0,Red,Ricardo Ramos,Michinori Tanaka,105.0,-125.0,Red,105.0,80.0
1814,Rafael Dos Anjos,Eddie Alvarez,-290.0,245.0,Blue,Tecia Torres,Bec Rawlings,-450.0,317.0,Red,22.22222222,317.0
1815,Roy Nelson,Derrick Lewis,-130.0,110.0,Blue,Daniel Jolly,Khalil Rountree Jr.,145.0,-185.0,Blue,145.0,54.05405405
1816,Alan Jouban,Belal Muhammad,-145.0,125.0,Red,Valentina Shevchenko,Julianna Pena,-185.0,160.0,Red,54.05405405,160.0
1817,Joe Duffy,Mitch Clarke,-440.0,390.0,Red,Donald Cerrone,Jorge Masvidal,-175.0,155.0,Blue,57.14285714,155.0
1818,Mike Pyle,Alberto Mina,-125.0,105.0,Blue,Andrei Arlovski,Francis Ngannou,335.0,-420.0,Blue,335.0,23.80952381
1819,John Makdessi,Mehdi Baghdad,-130.0,110.0,Red,Alex Caceres,Jason Knight,115.0,-135.0,Blue,115.0,74.07407407
1820,Anthony Birchak,Dileno Lopes,-250.0,210.0,Red,Nate Marquardt,Sam Alvey,120.0,-140.0,Blue,120.0,71.42857143
1821,Russell Doane,Pedro Munhoz,200.0,-240.0,Blue,Raphael Assuncao,Aljamain Sterling,-145.0,125.0,Red,68.96551724,125.0
1822,Felipe Arantes,Jerrod Sanders,-155.0,135.0,Red,Bobby Nash,Li Jingliang,110.0,-130.0,Blue,110.0,76.92307692
1823,Gilbert Burns,Lukasz Sajewski,-265.0,225.0,Red,Henrique da Silva,Jordan Johnson,165.0,-190.0,Blue,165.0,52.63157895
1824,Marco Beltran,Reginaldo Vieira,105.0,-125.0,Red,Eric Spicely,Alessio Di Chirico,-110.0,-110.0,Red,90.90909091,90.90909091
1825,Vicente Luque,Alvaro Herrera,-375.0,313.0,Red,Marcos Rogerio de Lima,Jeremy Kimball,-130.0,110.0,Red,76.92307692,110.0
1826,Rory MacDonald,Stephen Thompson,-105.0,-115.0,Blue,Alexandre Pantoja,Eric Shelton,100.0,-120.0,Red,100.0,83.33333333
1827,Donald Cerrone,Patrick Cote,-170.0,150.0,Red,Jason Gonzalez,JC Cottrell,105.0,-125.0,Red,105.0,80.0
1828,Steve Bosse,Sean O'Connell,-135.0,115.0,Red,Yair Rodriguez,BJ Penn,-350.0,290.0,Red,28.57142857,290.0
1829,Olivier Aubin-Mercier,Thibault Gouti,-470.0,375.0,Red,Joe Lauzon,Marcin Held,-140.0,120.0,Red,71.42857143,120.0
1830,Valerie Letourneau,Joanne Calderwood,-150.0,130.0,Blue,Court McGee,Ben Saunders,-135.0,115.0,Blue,74.07407407,115.0
1831,Jason Saggo,Leandro Silva,-115.0,-105.0,Red,John Moraga,Sergio Pettis,140.0,-160.0,Blue,140.0,62.5
1832,Misha Cirkunov,Ion Cutelaba,-220.0,180.0,Red,Devin Powell,Drakkar Klose,260.0,-320.0,Blue,260.0,31.25
1833,Tamdan McCrory,Krzysztof Jotko,-170.0,150.0,Blue,Frankie Saenz,Augusto Mendes,-160.0,140.0,Blue,62.5,140.0
1834,Chris Beal,Joe Soto,105.0,-125.0,Blue,Aleksei Oleinik,Viktor Pesta,-140.0,120.0,Red,71.42857143,120.0
1835,Elias Theodorou,Sam Alvey,-235.0,195.0,Red,Anthony Rocco Martin,Alex White,-170.0,150.0,Red,58.82352941,150.0
1836,Randa Markos,Jocelyn Jones-Lybarger,-115.0,-105.0,Red,Jocelyn Jones-Lybarger,Nina Ansaroff,135.0,-175.0,Blue,135.0,57.14285714
1837,Colby Covington,Jonathan Meunier,-235.0,195.0,Red,Walt Harris,Chase Sherman,-155.0,135.0,Red,64.51612903,135.0
1838,Ali Bagautinov,Geane Herrera,-260.0,220.0,Red,Bojan Mihajlovic,Joachim Christensen,210.0,-250.0,Blue,210.0,40.0
1839,Luke Rockhold,Michael Bisping,-750.0,525.0,Blue,Dmitrii Smoliakov,Cyril Asker,100.0,-120.0,Blue,100.0,83.33333333
1840,Dominick Cruz,Urijah Faber,-380.0,315.0,Red,Amanda Nunes,Ronda Rousey,165.0,-190.0,Red,165.0,52.63157895
1841,Max Holloway,Ricardo Lamas,-270.0,230.0,Red,Dominick Cruz,Cody Garbrandt,-245.0,205.0,Blue,40.81632653,205.0
1842,Dan Henderson,Hector Lombard,265.0,-325.0,Red,TJ Dillashaw,John Lineker,-230.0,190.0,Red,43.47826087,190.0
1843,Dustin Poirier,Bobby Green,-185.0,160.0,Red,Dong Hyun Kim,Tarec Saffiedine,-145.0,125.0,Red,68.96551724,125.0
1844,Brian Ortega,Clay Guida,-235.0,195.0,Red,Louis Smolka,Ray Borg,120.0,-140.0,Blue,120.0,71.42857143
1845,Beneil Dariush,James Vick,-140.0,120.0,Red,Johny Hendricks,Neil Magny,170.0,-200.0,Blue,170.0,50.0
1846,Jessica Penne,Jessica Andrade,110.0,-130.0,Blue,Antonio Carlos Junior,Marvin Vettori,-120.0,100.0,Red,83.33333333,100.0
1847,Cole Miller,Alex Caceres,-165.0,145.0,Blue,Mike Pyle,Alex Garcia,180.0,-220.0,Blue,180.0,45.45454545
1848,Sean Strickland,Tom Breese,-110.0,-110.0,Red,Brandon Thatch,Niko Price,-155.0,135.0,Blue,64.51612903,135.0
1849,Jonathan Wilson,Henrique da Silva,-165.0,145.0,Blue,Paige VanZant,Michelle Waterson,-110.0,-110.0,Blue,90.90909091,90.90909091
1850,Kevin Casey,Elvis Mutapcic,120.0,-140.0,Draw,Sage Northcutt,Mickey Gall,140.0,-160.0,Blue,140.0,62.5
1851,Polo Reyes,Dong Hyun Ma,-115.0,-105.0,Red,Urijah Faber,Brad Pickett,-340.0,280.0,Red,29.41176471,280.0
1852,Thomas Almeida,Cody Garbrandt,-200.0,170.0,Blue,Alan Jouban,Mike Perry,125.0,-145.0,Red,125.0,68.96551724
1853,Renan Barao,Jeremy Stephens,-150.0,130.0,Blue,Henrique da Silva,Paul Craig,-230.0,190.0,Blue,43.47826087,190.0
1854,Tarec Saffiedine,Rick Story,115.0,-135.0,Blue,Cole Miller,Mizuto Hirota,-115.0,-105.0,Blue,86.95652174,95.23809524
1855,Chris Camozzi,Vitor Miranda,125.0,-145.0,Red,Bryan Barberena,Colby Covington,300.0,-360.0,Blue,300.0,27.77777778
1856,Jorge Masvidal,Lorenz Larkin,-115.0,-105.0,Blue,James Moontasri,Alex Morono,-135.0,115.0,Blue,74.07407407,115.0
1857,Joshua Burkman,Paul Felder,245.0,-290.0,Blue,Josh Emmett,Scott Holtzman,-195.0,168.0,Red,51.28205128,168.0
1858,Sara McMann,Jessica Eye,-125.0,105.0,Red,Leslie Smith,Irene Aldana,255.0,-310.0,Red,255.0,32.25806452
1859,Abel Trujillo,Jordan Rinaldi,-320.0,260.0,Red,Eddie Wineland,Takeya Mizugaki,-170.0,150.0,Red,58.82352941,150.0
1860,Jake Collier,Alberto Uda,110.0,-130.0,Red,Hector Sandoval,Fredy Serrano,-125.0,105.0,Red,80.0,105.0
1861,Erik Koch,Shane Campbell,120.0,-140.0,Red,Bojan Velickovic,Sultan Aliev,-160.0,140.0,Blue,62.5,140.0
1862,Aljamain Sterling,Bryan Caraway,-310.0,255.0,Blue,Max Holloway,Anthony Pettis,-300.0,250.0,Red,33.33333333,250.0
1863,Chris de la Rocha,Adam Milstead,245.0,-290.0,Blue,Donald Cerrone,Matt Brown,-300.0,250.0,Red,33.33333333,250.0
1864,Fabricio Werdum,Stipe Miocic,-185.0,160.0,Blue,Cub Swanson,Dooho Choi,195.0,-235.0,Red,195.0,42.55319149
1865,Jacare Souza,Vitor Belfort,-280.0,240.0,Red,Tim Kennedy,Kelvin Gastelum,-125.0,105.0,Blue,80.0,105.0
1866,Cris Cyborg,Leslie Smith,-1500.0,1200.0,Red,Jordan Mein,Emil Meek,-170.0,150.0,Blue,58.82352941,150.0
1867,Mauricio Rua,Corey Anderson,140.0,-160.0,Red,Nikita Krylov,Misha Cirkunov,-115.0,-105.0,Blue,86.95652174,95.23809524
1868,Warlley Alves,Bryan Barberena,-600.0,450.0,Blue,Olivier Aubin-Mercier,Drew Dober,-185.0,160.0,Red,54.05405405,160.0
1869,Demian Maia,Matt Brown,-350.0,290.0,Red,Valerie Letourneau,Viviane Pereira,-120.0,100.0,Blue,83.33333333,100.0
1870,Thiago Santos,Nate Marquardt,-360.0,300.0,Red,Mitch Gagnon,Matthew Lopez,-130.0,110.0,Blue,76.92307692,110.0
1871,Francisco Trinaldo,Yancy Medeiros,-275.0,235.0,Red,John Makdessi,Lando Vannata,135.0,-155.0,Blue,135.0,64.51612903
1872,John Lineker,Rob Font,-145.0,125.0,Red,Jason Saggo,Rustam Khabilov,180.0,-220.0,Blue,180.0,45.45454545
1873,Rogerio Nogueira,Patrick Cummins,195.0,-235.0,Red,Zach Makovsky,Dustin Ortiz,-130.0,110.0,Blue,76.92307692,110.0
1874,Sergio Moraes,Luan Chagas,-430.0,345.0,Draw,Derrick Lewis,Shamil Abdurakhimov,-250.0,210.0,Red,40.0,210.0
1875,Renato Moicano,Zubaira Tukhugov,100.0,-120.0,Red,Francis Ngannou,Anthony Hamilton,-440.0,350.0,Red,22.72727273,350.0
1876,Alistair Overeem,Andrei Arlovski,-240.0,200.0,Red,Corey Anderson,Sean O'Connell,-400.0,325.0,Red,25.0,325.0
1877,Antonio Silva,Stefan Struve,185.0,-225.0,Blue,Gian Villante,Saparbeg Safarov,-190.0,165.0,Red,52.63157895,165.0
1878,Albert Tumenov,Gunnar Nelson,-155.0,135.0,Blue,Justine Kish,Ashley Yoder,-230.0,190.0,Red,43.47826087,190.0
1879,Germaine de Randamie,Anna Elmose,-400.0,325.0,Red,Randy Brown,Brian Camozzi,-150.0,130.0,Red,66.66666667,130.0
1880,Nikita Krylov,Francimar Barroso,-200.0,170.0,Red,Joe Gigliotti,Gerald Meerschaert,170.0,-200.0,Blue,170.0,50.0
1881,Karolina Kowalkiewicz,Heather Jo Clark,-320.0,260.0,Red,Andrew Sanchez,Trevor Smith,-200.0,170.0,Red,50.0,170.0
1882,Rustam Khabilov,Chris Wade,-165.0,145.0,Red,Tiago Trator,Shane Burgos,165.0,-190.0,Blue,165.0,52.63157895
1883,Magnus Cedenblad,Garreth McLellan,-250.0,210.0,Red,Frankie Perez,Marc Diakiese,220.0,-260.0,Blue,220.0,38.46153846
1884,Jon Tuck,Josh Emmett,-110.0,-110.0,Blue,Keith Berish,Ryan Janes,130.0,-150.0,Blue,130.0,66.66666667
1885,Yan Cabral,Reza Madadi,-160.0,140.0,Blue,Juliana Lima,JJ Aldrich,-230.0,190.0,Red,43.47826087,190.0
1886,Kyoji Horiguchi,Neil Seery,-600.0,450.0,Red,Demetrious Johnson,Tim Elliott,-900.0,600.0,Red,11.11111111,600.0
1887,Leon Edwards,Dominic Waters,-270.0,230.0,Red,Joseph Benavidez,Henry Cejudo,-200.0,163.0,Red,50.0,163.0
1888,Ulka Sasaki,Willie Gates,-135.0,115.0,Red,Jake Ellenberger,Jorge Masvidal,175.0,-210.0,Blue,175.0,47.61904762
1889,Jon Jones,Ovince Saint Preux,-720.0,510.0,Red,Ion Cutelaba,Jared Cannonier,-230.0,190.0,Blue,43.47826087,190.0
1890,Demetrious Johnson,Henry Cejudo,-340.0,280.0,Red,Sara McMann,Alexis Davis,-155.0,135.0,Red,64.51612903,135.0
1891,Anthony Pettis,Edson Barboza,-190.0,165.0,Blue,Brandon Moreno,Ryan Benoit,-190.0,165.0,Red,52.63157895,165.0
1892,Robert Whittaker,Rafael Natal,-325.0,265.0,Red,Gray Maynard,Ryan Hall,145.0,-165.0,Blue,145.0,60.60606061
1893,Yair Rodriguez,Andre Fili,-110.0,-110.0,Red,Rob Font,Matt Schnell,-270.0,230.0,Red,37.03703704,230.0
1894,Sergio Pettis,Chris Kelades,-225.0,185.0,Red,Dong Hyun Ma,Brendan O'Reilly,-150.0,130.0,Red,66.66666667,130.0
1895,Danny Roberts,Dominique Steele,-355.0,295.0,Red,Kailin Curran,Jamie Moyle,-120.0,100.0,Blue,83.33333333,100.0
1896,Carla Esparza,Juliana Lima,-190.0,165.0,Red,Elvis Mutapcic,Anthony Smith,-105.0,-115.0,Blue,95.23809524,86.95652174
1897,Glaico Franca,James Vick,170.0,-200.0,Blue,Josh Stansbury,Devin Clark,-105.0,-115.0,Blue,95.23809524,86.95652174
1898,Walt Harris,Cody East,160.0,-185.0,Red,Robert Whittaker,Derek Brunson,100.0,-120.0,Red,100.0,83.33333333
1899,Marcos Rogerio de Lima,Clint Hester,-120.0,100.0,Red,Jake Matthews,Andrew Holbrook,-550.0,425.0,Blue,18.18181818,425.0
1900,Efrain Escudero,Kevin Lee,300.0,-360.0,Blue,Kyle Noke,Omari Akhmedov,-110.0,-110.0,Blue,90.90909091,90.90909091
1901,Glover Teixeira,Rashad Evans,-225.0,185.0,Red,Yusuke Kasuya,Alexander Volkanovski,135.0,-155.0,Blue,135.0,64.51612903
1902,Rose Namajunas,Tecia Torres,-160.0,140.0,Red,Khalil Rountree Jr.,Tyson Pedro,-105.0,-115.0,Blue,95.23809524,86.95652174
1903,Khabib Nurmagomedov,Darrell Horcher,-1000.0,650.0,Red,Seohee Ham,Danielle Taylor,-110.0,-110.0,Blue,90.90909091,90.90909091
1904,Cub Swanson,Hacran Dias,-115.0,-105.0,Red,Daniel Kelly,Chris Camozzi,165.0,-190.0,Red,165.0,52.63157895
1905,Beneil Dariush,Michael Chiesa,-165.0,145.0,Blue,Damien Brown,Jon Tuck,130.0,-150.0,Red,130.0,66.66666667
1906,Bethe Correia,Raquel Pennington,180.0,-220.0,Blue,Richard Walsh,Jonathan Meunier,-135.0,115.0,Blue,74.07407407,115.0
1907,Court McGee,Santiago Ponzinibbio,100.0,-120.0,Blue,Ben Nguyen,Geane Herrera,-140.0,120.0,Red,71.42857143,120.0
1908,Randy Brown,Michael Graves,125.0,-145.0,Blue,Dan Hooker,Jason Knight,-145.0,125.0,Blue,68.96551724,125.0
1909,John Dodson,Manvel Gamburyan,-450.0,400.0,Red,Marlon Vera,Ning Guangyou,-110.0,-110.0,Red,90.90909091,90.90909091
1910,Oluwale Bamgbose,Cezar Ferreira,-185.0,160.0,Blue,Yao Zhikui,Jenel Lausa,115.0,-135.0,Blue,115.0,74.07407407
1911,Elizeu Zaleski dos Santos,Omari Akhmedov,125.0,-145.0,Red,Ryan Bader,Rogerio Nogueira,-340.0,280.0,Red,29.41176471,280.0
1912,Ben Rothwell,Junior Dos Santos,-105.0,-115.0,Blue,Thomas Almeida,Albert Morales,-300.0,250.0,Red,33.33333333,250.0
1913,Derrick Lewis,Gabriel Gonzaga,-150.0,130.0,Red,Claudia Gadelha,Cortney Casey,-460.0,365.0,Red,21.73913043,365.0
1914,Francis Ngannou,Curtis Blaydes,140.0,-160.0,Red,Thales Leites,Krzysztof Jotko,-135.0,115.0,Blue,74.07407407,115.0
1915,Tim Johnson,Marcin Tybura,-110.0,-110.0,Red,Warlley Alves,Kamaru Usman,175.0,-210.0,Blue,175.0,47.61904762
1916,Igor Pokrajac,Jan Blachowicz,280.0,-340.0,Blue,Sergio Moraes,Zak Ottow,-150.0,130.0,Red,66.66666667,130.0
1917,Maryna Moroz,Cristina Stanciu,-170.0,150.0,Red,Cezar Ferreira,Jack Hermansson,110.0,-130.0,Red,110.0,76.92307692
1918,Nicolas Dalby,Zak Cummings,-105.0,-115.0,Blue,Marcos Rogerio de Lima,Gadzhimurad Antigulov,-165.0,145.0,Blue,60.60606061,145.0
1919,Ian Entwistle,Alejandro Perez,-150.0,130.0,Blue,Johnny Eduardo,Manvel Gamburyan,-140.0,120.0,Red,71.42857143,120.0
1920,Mairbek Taisumov,Damir Hadzovic,-320.0,260.0,Red,Luis Henrique,Christian Colombo,-290.0,245.0,Red,34.48275862,245.0
